#OPEN_EXPORT: 2020.4.14.1354
#Datum vytvoøení souboru: 15.04.2020 13:20
#Stažením publikovaných dat souhlasíte s podmínkami užití tìchto dat.

METADATA
Stanice ID;Jméno stanice;Zaèátek mìøení;Konec mìøení;Zemìpisná délka;Zemìpisná šíøka;Nadmoøská výška
B1HODO01;Hodonín;01.01.1961;31.08.1971;17,1317;48,8575;180
B1HODO01;Hodonín;01.09.1971;31.12.1972;17,1358;48,8536;180
B1HODO01;Hodonín;01.01.1973;30.06.1977;17,1206;48,8456;160
B1HODO01;Hodonín;01.07.1977;31.07.1978;17,1208;48,8564;187
B1HODO01;Hodonín;01.11.1978;30.06.1980;17,1419;48,8658;186
B1HODO01;Hodonín;01.05.1981;30.04.1986;17,1403;48,8594;164
B1HODO01;Hodonín;01.09.1986;29.02.1992;17,1444;48,8628;164
B1HODO01;Hodonín;01.08.1992;09.06.2003;17,0972;48,8314;161
B1HODO01;Hodonín;10.06.2003;30.11.2017;17,1456;48,8617;174
B1HODO01;Hodonín;01.12.2017;31.12.2019;17,104872;48,854292;172

PØÍSTROJE
Pøístroj;Zaèátek mìøení;Konec mìøení;Výška pøístroje
Anemoindikátor;01.01.1961;31.07.1978;10
Anemoindikátor;01.11.1978;30.06.1980;10

PRVEK
Prùmìrná denní rychlost vìtru [F.AVG, m/s]

Popis:
Hodnota - hodnota prvku
Pøíznak - rozšiøující informace o hodnotì

DATA
Rok;Mìsíc;Den;Hodnota;Pøíznak
1963;06;15;3;
1963;06;16;2,7;
1963;06;17;1,3;
1963;06;18;1,3;
1963;06;19;2;
1963;06;20;2,7;
1963;06;21;1,7;
1963;06;22;1,3;
1963;06;23;0;
1963;06;24;2;
1963;06;25;5,3;
1963;06;26;1;
1963;06;27;2,7;
1963;06;28;9,3;
1963;06;29;1,7;
1963;06;30;1,3;
1963;07;1;1;
1963;07;2;,7;
1963;07;3;1;
1963;07;4;1;
1963;07;5;1,3;
1963;07;6;2;
1963;07;7;2,3;
1963;07;8;2,7;
1963;07;9;2;
1963;07;10;,3;
1963;07;11;,7;
1963;07;12;1;
1963;07;13;,7;
1963;07;14;3,3;
1963;07;15;1;
1963;07;16;1;
1963;07;17;,7;
1963;07;18;,7;
1963;07;19;,7;
1963;07;20;2;
1963;07;21;5,7;
1963;07;22;1,7;
1963;07;23;1;
1963;07;24;2;
1963;07;25;1;
1963;07;26;5,7;
1963;07;27;6,7;
1963;07;28;2,3;
1963;07;29;2,7;
1963;07;30;1,3;
1963;07;31;2;
1963;08;1;1,3;
1963;08;2;1,7;
1963;08;3;0;
1963;08;4;4,7;
1963;08;5;1;
1963;08;6;2,3;
1963;08;7;4;
1963;08;8;2,7;
1963;08;9;1,7;
1963;08;10;2,3;
1963;08;11;2,3;
1963;08;12;1,7;
1963;08;13;2,3;
1963;08;14;1,7;
1963;08;15;2;
1963;08;16;2,3;
1963;08;17;5,7;
1963;08;18;1,7;
1963;08;19;3;
1963;08;20;2;
1963;08;21;1,7;
1963;08;22;1,3;
1963;08;23;2,3;
1963;08;24;2,7;
1963;08;25;4,3;
1963;08;26;1,7;
1963;08;27;5,3;
1963;08;28;2;
1963;08;29;1,3;
1963;08;30;2;
1963;08;31;,7;
1963;09;1;2;
1963;09;2;4,7;
1963;09;3;,7;
1963;09;4;,3;
1963;09;5;5,7;
1963;09;6;,7;
1963;09;7;1,7;
1963;09;8;7;
1963;09;9;4;
1963;09;10;,7;
1963;09;11;,7;
1963;09;12;1;
1963;09;13;,7;
1963;09;14;1,3;
1963;09;15;,3;
1963;09;16;2;
1963;09;17;1;
1963;09;18;1,3;
1963;09;19;1,7;
1963;09;20;1,7;
1963;09;21;2;
1963;09;22;1,3;
1963;09;23;,7;
1963;09;24;3,3;
1963;09;25;3,7;
1963;09;26;,7;
1963;09;27;3;
1963;09;28;3,7;
1963;09;29;3,3;
1963;09;30;3,7;
1963;10;1;1;
1963;10;2;4,3;
1963;10;3;0;
1963;10;4;0;
1963;10;5;1,3;
1963;10;6;2,7;
1963;10;7;6,7;
1963;10;8;2,3;
1963;10;9;1;
1963;10;10;0;
1963;10;11;,7;
1963;10;12;,3;
1963;10;13;,3;
1963;10;14;2,7;
1963;10;15;,3;
1963;10;16;1,7;
1963;10;17;1,3;
1963;10;18;2;
1963;10;19;,3;
1963;10;20;,7;
1963;10;21;0;
1963;10;22;0;
1963;10;23;2;
1963;10;24;,3;
1963;10;25;,3;
1963;10;26;2,7;
1963;10;27;3;
1963;10;28;,7;
1963;10;29;,3;
1963;10;30;,3;
1963;10;31;4;
1963;11;1;15;
1963;11;2;5,7;
1963;11;3;6;
1963;11;4;1;
1963;11;5;3;
1963;11;6;5;
1963;11;7;1,3;
1963;11;8;1,3;
1963;11;9;,3;
1963;11;10;,7;
1963;11;11;,7;
1963;11;12;1,7;
1963;11;13;,7;
1963;11;14;1;
1963;11;15;6;
1963;11;16;1;
1963;11;17;2,3;
1963;11;18;2,7;
1963;11;19;2,3;
1963;11;20;1;
1963;11;21;3;
1963;11;22;2;
1963;11;23;1,3;
1963;11;24;1,3;
1963;11;25;,7;
1963;11;26;3;
1963;11;27;0;
1963;11;28;0;
1963;11;29;0;
1963;11;30;3;
1963;12;1;3,7;
1963;12;2;3,7;
1963;12;3;5;
1963;12;4;2;
1963;12;5;1,7;
1963;12;6;,7;
1963;12;7;0;
1963;12;8;1,7;
1963;12;9;0;
1963;12;10;0;
1963;12;11;0;
1963;12;12;,3;
1963;12;13;1,7;
1963;12;14;0;
1963;12;15;1;
1963;12;16;9;
1963;12;17;5,3;
1963;12;18;0;
1963;12;19;1,7;
1963;12;20;1,7;
1963;12;21;3,3;
1963;12;22;2,7;
1963;12;23;2;
1963;12;24;,7;
1963;12;25;8,3;
1963;12;26;1,3;
1963;12;27;,7;
1963;12;28;0;
1963;12;29;0;
1963;12;30;2;
1963;12;31;6,7;
1964;01;1;2,3;
1964;01;2;,3;
1964;01;3;1,7;
1964;01;4;2,3;
1964;01;5;2;
1964;01;6;2,7;
1964;01;7;0;
1964;01;8;3;
1964;01;9;4;
1964;01;10;1,3;
1964;01;11;5,3;
1964;01;12;5,3;
1964;01;13;2,7;
1964;01;14;0;
1964;01;15;1,7;
1964;01;16;1,7;
1964;01;17;1;
1964;01;18;,3;
1964;01;19;,7;
1964;01;20;,7;
1964;01;21;0;
1964;01;22;0;
1964;01;23;,3;
1964;01;24;1;
1964;01;25;3,7;
1964;01;26;2,3;
1964;01;27;2,7;
1964;01;28;4;
1964;01;29;1,3;
1964;01;30;,7;
1964;01;31;0;
1964;02;1;2,7;
1964;02;2;4,7;
1964;02;3;1,7;
1964;02;4;1,3;
1964;02;5;3,3;
1964;02;6;2;
1964;02;7;2,7;
1964;02;8;3,3;
1964;02;9;4,7;
1964;02;10;4,7;
1964;02;11;2;
1964;02;12;1,3;
1964;02;13;,7;
1964;02;14;,3;
1964;02;15;3,7;
1964;02;16;5,3;
1964;02;17;7,3;
1964;02;18;1,3;
1964;02;19;4,7;
1964;02;20;4,3;
1964;02;21;,3;
1964;02;22;0;
1964;02;23;4;
1964;02;24;4,7;
1964;02;25;3,3;
1964;02;26;2,7;
1964;02;27;2,3;
1964;02;28;0;
1964;02;29;1,7;
1964;03;1;5,3;
1964;03;2;3,3;
1964;03;3;0;
1964;03;4;,3;
1964;03;5;3,3;
1964;03;6;5,7;
1964;03;7;4;
1964;03;8;1;
1964;03;9;3,3;
1964;03;10;,7;
1964;03;11;,7;
1964;03;12;1,7;
1964;03;13;0;
1964;03;14;2;
1964;03;15;8;
1964;03;16;10;
1964;03;17;1,3;
1964;03;18;1;
1964;03;19;2;
1964;03;20;2,7;
1964;03;21;,7;
1964;03;22;,7;
1964;03;23;2,3;
1964;03;24;1,3;
1964;03;25;4;
1964;03;26;5,7;
1964;03;27;,3;
1964;03;28;4;
1964;03;29;3;
1964;03;30;2,3;
1964;03;31;,7;
1964;04;1;2;
1964;04;2;4;
1964;04;3;2;
1964;04;4;1,7;
1964;04;5;3,3;
1964;04;6;1,7;
1964;04;7;2,3;
1964;04;8;,7;
1964;04;9;1,3;
1964;04;10;,7;
1964;04;11;1,7;
1964;04;12;,7;
1964;04;13;3,3;
1964;04;14;1,7;
1964;04;15;1,3;
1964;04;16;1,7;
1964;04;17;2,3;
1964;04;18;3,3;
1964;04;19;8;
1964;04;20;5,3;
1964;04;21;1,7;
1964;04;22;,7;
1964;04;23;1,3;
1964;04;24;,7;
1964;04;25;3,3;
1964;04;26;6,3;
1964;04;27;1;
1964;04;28;1,3;
1964;04;29;,3;
1964;04;30;2;
1964;05;1;5;
1964;05;2;1,7;
1964;05;3;1,3;
1964;05;4;3,7;
1964;05;5;2,3;
1964;05;6;1;
1964;05;7;1,3;
1964;05;8;1;
1964;05;9;3;
1964;05;10;2,7;
1964;05;11;,7;
1964;05;12;,7;
1964;05;13;,7;
1964;05;14;2;
1964;05;15;1,3;
1964;05;16;2,7;
1964;05;17;,3;
1964;05;18;1,7;
1964;05;19;1;
1964;05;20;1,3;
1964;05;21;1,7;
1964;05;22;,7;
1964;05;23;2;
1964;05;24;1,3;
1964;05;25;2,7;
1964;05;26;1;
1964;05;27;1,3;
1964;05;28;1,3;
1964;05;29;1,3;
1964;05;30;1;
1964;05;31;2,7;
1964;06;1;6;
1964;06;2;2;
1964;06;3;1;
1964;06;4;1;
1964;06;5;1,7;
1964;06;6;2,3;
1964;06;7;2;
1964;06;8;1,3;
1964;06;9;4,7;
1964;06;10;3,3;
1964;06;11;0;
1964;06;12;1,3;
1964;06;13;1;
1964;06;14;4;
1964;06;15;4;
1964;06;16;2;
1964;06;17;2,7;
1964;06;18;,7;
1964;06;19;1,3;
1964;06;20;1,7;
1964;06;21;2;
1964;06;22;2,3;
1964;06;23;2;
1964;06;24;2,7;
1964;06;25;2,7;
1964;06;26;,3;
1964;06;27;1,3;
1964;06;28;,7;
1964;06;29;2,3;
1964;06;30;2;
1964;07;1;2,7;
1964;07;2;2,7;
1964;07;3;1;
1964;07;4;3,7;
1964;07;5;3;
1964;07;6;3,3;
1964;07;7;1,3;
1964;07;8;4;
1964;07;9;1,7;
1964;07;10;2;
1964;07;11;2,3;
1964;07;12;2;
1964;07;13;1,3;
1964;07;14;,7;
1964;07;15;1,7;
1964;07;16;,7;
1964;07;17;1,7;
1964;07;18;3;
1964;07;19;1,7;
1964;07;20;,3;
1964;07;21;1,3;
1964;07;22;2;
1964;07;23;2,7;
1964;07;24;1,3;
1964;07;25;1;
1964;07;26;,3;
1964;07;27;1,3;
1964;07;28;2;
1964;07;29;1;
1964;07;30;2;
1964;07;31;1,3;
1964;08;1;2;
1964;08;2;2;
1964;08;3;4;
1964;08;4;2;
1964;08;5;3;
1964;08;6;1,3;
1964;08;7;2;
1964;08;8;1;
1964;08;9;2;
1964;08;10;4;
1964;08;11;2,7;
1964;08;12;1,3;
1964;08;13;1,3;
1964;08;14;1;
1964;08;15;,3;
1964;08;16;1,3;
1964;08;17;1;
1964;08;18;5,3;
1964;08;19;2;
1964;08;20;2,3;
1964;08;21;1;
1964;08;22;3,7;
1964;08;23;5,3;
1964;08;24;1;
1964;08;25;1;
1964;08;26;,7;
1964;08;27;1;
1964;08;28;4,7;
1964;08;29;2,3;
1964;08;30;3,3;
1964;08;31;1;
1964;09;1;1,3;
1964;09;2;1;
1964;09;3;1;
1964;09;4;3,3;
1964;09;5;6,7;
1964;09;6;3,3;
1964;09;7;1,3;
1964;09;8;1,3;
1964;09;9;1;
1964;09;10;1,3;
1964;09;11;1;
1964;09;12;3;
1964;09;13;3,3;
1964;09;14;7,3;
1964;09;15;3,3;
1964;09;16;3,3;
1964;09;17;,7;
1964;09;18;2,3;
1964;09;19;1,3;
1964;09;20;1;
1964;09;21;4;
1964;09;22;4;
1964;09;23;5,3;
1964;09;24;2,3;
1964;09;25;1;
1964;09;26;,3;
1964;09;27;2,3;
1964;09;28;,7;
1964;09;29;,3;
1964;09;30;1,7;
1964;10;1;2;
1964;10;2;4;
1964;10;3;6;
1964;10;4;1,3;
1964;10;5;0;
1964;10;6;,7;
1964;10;7;1,3;
1964;10;8;7,3;
1964;10;9;1;
1964;10;10;1,3;
1964;10;11;2;
1964;10;12;4,7;
1964;10;13;1,3;
1964;10;14;2;
1964;10;15;1;
1964;10;16;1;
1964;10;17;2,3;
1964;10;18;1;
1964;10;19;7;
1964;10;20;4,7;
1964;10;21;2,3;
1964;10;22;1,7;
1964;10;23;3;
1964;10;24;2;
1964;10;25;4,7;
1964;10;26;9;
1964;10;27;2;
1964;10;28;2;
1964;10;29;,7;
1964;10;30;,7;
1964;10;31;2,7;
1964;11;1;,3;
1964;11;2;,3;
1964;11;3;2,3;
1964;11;4;2;
1964;11;5;2,3;
1964;11;6;1;
1964;11;7;1;
1964;11;8;1,3;
1964;11;9;1,3;
1964;11;10;2,3;
1964;11;11;,7;
1964;11;12;,7;
1964;11;13;,7;
1964;11;14;2,3;
1964;11;15;3,3;
1964;11;16;4;
1964;11;17;1,3;
1964;11;18;3,3;
1964;11;19;2;
1964;11;20;4;
1964;11;21;4;
1964;11;22;3;
1964;11;23;1,7;
1964;11;24;2;
1964;11;25;5,3;
1964;11;26;2;
1964;11;27;1,3;
1964;11;28;4,7;
1964;11;29;1,7;
1964;11;30;1;
1964;12;1;1,7;
1964;12;2;1,7;
1964;12;3;2;
1964;12;4;1;
1964;12;5;2,3;
1964;12;6;2,7;
1964;12;7;3;
1964;12;8;1,3;
1964;12;9;2;
1964;12;10;1,3;
1964;12;11;2,3;
1964;12;12;1;
1964;12;13;4,7;
1964;12;14;4;
1964;12;15;2,7;
1964;12;16;3,3;
1964;12;17;2;
1964;12;18;1;
1964;12;19;6;
1964;12;20;8,3;
1964;12;21;4;
1964;12;22;4,7;
1964;12;23;2;
1964;12;24;4,7;
1964;12;25;4,7;
1964;12;26;1,7;
1964;12;27;1,3;
1964;12;28;2,7;
1964;12;29;2;
1964;12;30;1,3;
1964;12;31;3,7;
1965;01;1;7;
1965;01;2;2,7;
1965;01;3;3,3;
1965;01;4;6,3;
1965;01;5;2,3;
1965;01;6;3,3;
1965;01;7;,7;
1965;01;8;2;
1965;01;9;1,3;
1965;01;10;4;
1965;01;11;2;
1965;01;12;6,7;
1965;01;13;3,3;
1965;01;14;4,7;
1965;01;15;2;
1965;01;16;1,3;
1965;01;17;11;
1965;01;18;1;
1965;01;19;1,7;
1965;01;20;2,3;
1965;01;21;1,7;
1965;01;22;1;
1965;01;23;1,3;
1965;01;24;1,7;
1965;01;25;,7;
1965;01;26;2,7;
1965;01;27;3,3;
1965;01;28;6,7;
1965;01;29;4;
1965;01;30;2,3;
1965;01;31;2,3;
1965;02;1;2,3;
1965;02;2;3,7;
1965;02;3;1,7;
1965;02;4;2,7;
1965;02;5;2,7;
1965;02;6;1,7;
1965;02;7;1,7;
1965;02;8;4;
1965;02;9;4,7;
1965;02;10;3,3;
1965;02;11;1,3;
1965;02;12;1,7;
1965;02;13;2,7;
1965;02;14;4,7;
1965;02;15;1;
1965;02;16;2,3;
1965;02;17;4;
1965;02;18;4,3;
1965;02;19;6,7;
1965;02;20;5,3;
1965;02;21;2,7;
1965;02;22;4;
1965;02;23;1,3;
1965;02;24;1,3;
1965;02;25;5;
1965;02;26;4,7;
1965;02;27;8,3;
1965;02;28;4,3;
1965;03;1;10;
1965;03;2;10;
1965;03;3;2;
1965;03;4;2;
1965;03;5;2,7;
1965;03;6;1,7;
1965;03;7;2,7;
1965;03;8;1;
1965;03;9;1;
1965;03;10;1,3;
1965;03;11;1,3;
1965;03;12;3,3;
1965;03;13;4,7;
1965;03;14;1;
1965;03;15;,7;
1965;03;16;1;
1965;03;17;,7;
1965;03;18;3,3;
1965;03;19;1,3;
1965;03;20;1;
1965;03;21;3,3;
1965;03;22;4;
1965;03;23;5,3;
1965;03;24;2,7;
1965;03;25;3,3;
1965;03;26;1,3;
1965;03;27;4,7;
1965;03;28;1,7;
1965;03;29;1,3;
1965;03;30;5,3;
1965;03;31;4;
1965;04;1;3,3;
1965;04;2;2,3;
1965;04;3;2,7;
1965;04;4;1,3;
1965;04;5;1,3;
1965;04;6;2,7;
1965;04;7;1,3;
1965;04;8;2,7;
1965;04;9;5,3;
1965;04;10;5,3;
1965;04;11;1,3;
1965;04;12;1;
1965;04;13;1,3;
1965;04;14;1,7;
1965;04;15;1;
1965;04;16;2;
1965;04;17;1,3;
1965;04;18;4;
1965;04;19;3,3;
1965;04;20;,7;
1965;04;21;5;
1965;04;22;1;
1965;04;23;1,3;
1965;04;24;2,7;
1965;04;25;6,3;
1965;04;26;2;
1965;04;27;2,7;
1965;04;28;1,3;
1965;04;29;1,3;
1965;04;30;2;
1965;05;1;1,7;
1965;05;2;6;
1965;05;3;3,3;
1965;05;4;4,7;
1965;05;5;1,3;
1965;05;6;3,3;
1965;05;7;2,7;
1965;05;8;2;
1965;05;9;2,7;
1965;05;10;3,3;
1965;05;11;4;
1965;05;12;4,7;
1965;05;13;3,3;
1965;05;14;1,3;
1965;05;15;,7;
1965;05;16;2,3;
1965;05;17;,7;
1965;05;18;3;
1965;05;19;6,7;
1965;05;20;1,3;
1965;05;21;1,7;
1965;05;22;1,3;
1965;05;23;2,7;
1965;05;24;1,3;
1965;05;25;1;
1965;05;26;1;
1965;05;27;,7;
1965;05;28;1;
1965;05;29;1;
1965;05;30;3,3;
1965;05;31;2,7;
1965;06;1;2,7;
1965;06;2;2;
1965;06;3;2,7;
1965;06;4;1,7;
1965;06;5;1,3;
1965;06;6;1,3;
1965;06;7;1;
1965;06;8;4;
1965;06;9;1,7;
1965;06;10;2;
1965;06;11;3;
1965;06;12;4,7;
1965;06;13;,7;
1965;06;14;2,7;
1965;06;15;1,7;
1965;06;16;2,7;
1965;06;17;3,7;
1965;06;18;2,7;
1965;06;19;4;
1965;06;20;1,3;
1965;06;21;1,3;
1965;06;22;1,7;
1965;06;23;1,3;
1965;06;24;1,3;
1965;06;25;1;
1965;06;26;1,3;
1965;06;27;2,7;
1965;06;28;2;
1965;06;29;1;
1965;06;30;1,3;
1965;07;1;2;
1965;07;2;1,3;
1965;07;3;2;
1965;07;4;2;
1965;07;5;0;
1965;07;6;3,3;
1965;07;7;2,7;
1965;07;8;3,3;
1965;07;9;3;
1965;07;10;2,7;
1965;07;11;1,3;
1965;07;12;1;
1965;07;13;1,3;
1965;07;14;1,3;
1965;07;15;1;
1965;07;16;1;
1965;07;17;2;
1965;07;18;1;
1965;07;19;1;
1965;07;20;1,7;
1965;07;21;3;
1965;07;22;1,3;
1965;07;23;2;
1965;07;24;2,7;
1965;07;25;1,3;
1965;07;26;1,7;
1965;07;27;2;
1965;07;28;2;
1965;07;29;2,7;
1965;07;30;1,3;
1965;07;31;3;
1965;08;1;1;
1965;08;2;3,3;
1965;08;3;1,3;
1965;08;4;2;
1965;08;5;1,3;
1965;08;6;3,3;
1965;08;7;5,7;
1965;08;8;4;
1965;08;9;4;
1965;08;10;3,3;
1965;08;11;1,3;
1965;08;12;1,3;
1965;08;13;2;
1965;08;14;1,3;
1965;08;15;1,3;
1965;08;16;1,3;
1965;08;17;1,3;
1965;08;18;1,3;
1965;08;19;1;
1965;08;20;2;
1965;08;21;2,7;
1965;08;22;11;
1965;08;23;8;
1965;08;24;1;
1965;08;25;5,7;
1965;08;26;2,3;
1965;08;27;1;
1965;08;28;1;
1965;08;29;2,7;
1965;08;30;,3;
1965;08;31;4;
1965;09;1;5,7;
1965;09;2;5,3;
1965;09;3;10;
1965;09;4;,3;
1965;09;5;2,3;
1965;09;6;3,3;
1965;09;7;,7;
1965;09;8;2,3;
1965;09;9;4,7;
1965;09;10;3,7;
1965;09;11;1,7;
1965;09;12;1,7;
1965;09;13;1,7;
1965;09;14;,3;
1965;09;15;,3;
1965;09;16;0;
1965;09;17;4;
1965;09;18;2;
1965;09;19;1;
1965;09;20;3,3;
1965;09;21;,7;
1965;09;22;1,7;
1965;09;23;3,3;
1965;09;24;4;
1965;09;25;5,3;
1965;09;26;10;
1965;09;27;4;
1965;09;28;2,3;
1965;09;29;4,3;
1965;09;30;4;
1965;10;1;,7;
1965;10;2;1,7;
1965;10;3;,7;
1965;10;4;2,7;
1965;10;5;1,7;
1965;10;6;,7;
1965;10;7;,7;
1965;10;8;,7;
1965;10;9;3;
1965;10;10;1,7;
1965;10;11;0;
1965;10;12;3;
1965;10;13;1;
1965;10;14;2,3;
1965;10;15;1;
1965;10;16;1;
1965;10;17;2,7;
1965;10;18;,7;
1965;10;19;2;
1965;10;20;1;
1965;10;21;1;
1965;10;22;1,3;
1965;10;23;1;
1965;10;24;3;
1965;10;25;0;
1965;10;26;1,3;
1965;10;27;1,3;
1965;10;28;0;
1965;10;29;1;
1965;10;30;1;
1965;10;31;,3;
1965;11;1;2;
1965;11;2;1,7;
1965;11;3;1,7;
1965;11;4;1,3;
1965;11;5;1,3;
1965;11;6;,3;
1965;11;7;1,3;
1965;11;8;0;
1965;11;9;1;
1965;11;10;1,3;
1965;11;11;2,7;
1965;11;12;3,3;
1965;11;13;6,3;
1965;11;14;4,7;
1965;11;15;,7;
1965;11;16;1,3;
1965;11;17;5;
1965;11;18;4,7;
1965;11;19;2;
1965;11;20;,3;
1965;11;21;3;
1965;11;22;2,7;
1965;11;23;4,7;
1965;11;24;1;
1965;11;25;1,7;
1965;11;26;4,7;
1965;11;27;4,3;
1965;11;28;7,7;
1965;11;29;6,3;
1965;11;30;2,3;
1965;12;1;1,7;
1965;12;2;3,3;
1965;12;3;3,3;
1965;12;4;3,3;
1965;12;5;11;
1965;12;6;3,7;
1965;12;7;1,3;
1965;12;8;1;
1965;12;9;3;
1965;12;10;2;
1965;12;11;2,7;
1965;12;12;3;
1965;12;13;4;
1965;12;14;4;
1965;12;15;,7;
1965;12;16;2;
1965;12;17;3,3;
1965;12;18;3;
1965;12;19;2,7;
1965;12;20;3;
1965;12;21;2;
1965;12;22;1,7;
1965;12;23;5;
1965;12;24;5;
1965;12;25;4,7;
1965;12;26;3;
1965;12;27;6,7;
1965;12;28;1,7;
1965;12;29;1,3;
1965;12;30;3,3;
1965;12;31;1,7;
1966;01;1;2;
1966;01;2;2,3;
1966;01;3;3,3;
1966;01;4;4,3;
1966;01;5;6,7;
1966;01;6;2;
1966;01;7;2,3;
1966;01;8;4;
1966;01;9;,7;
1966;01;10;,3;
1966;01;11;1,7;
1966;01;12;4;
1966;01;13;4,7;
1966;01;14;4;
1966;01;15;1,3;
1966;01;16;1,3;
1966;01;17;,7;
1966;01;18;5,7;
1966;01;19;2,7;
1966;01;20;2;
1966;01;21;1;
1966;01;22;4,7;
1966;01;23;2,7;
1966;01;24;,7;
1966;01;25;1,7;
1966;01;26;2;
1966;01;27;1,3;
1966;01;28;,7;
1966;01;29;4,3;
1966;01;30;5,7;
1966;01;31;3,3;
1966;02;1;1,7;
1966;02;2;1;
1966;02;3;2;
1966;02;4;1,3;
1966;02;5;2,3;
1966;02;6;3,3;
1966;02;7;3;
1966;02;8;2,3;
1966;02;9;3,3;
1966;02;10;2;
1966;02;11;2,7;
1966;02;12;1;
1966;02;13;10;
1966;02;14;2;
1966;02;15;1,3;
1966;02;16;3;
1966;02;17;2;
1966;02;18;1;
1966;02;19;5;
1966;02;20;6,3;
1966;02;21;10;
1966;02;22;1,3;
1966;02;23;1,3;
1966;02;24;3,3;
1966;02;25;4,3;
1966;02;26;,7;
1966;02;27;,7;
1966;02;28;7,3;
1966;03;1;1,7;
1966;03;2;2;
1966;03;3;1,7;
1966;03;4;1,3;
1966;03;5;2,3;
1966;03;6;4;
1966;03;7;1,7;
1966;03;8;,7;
1966;03;9;,3;
1966;03;10;1;
1966;03;11;1,7;
1966;03;12;3,3;
1966;03;13;4,7;
1966;03;14;4,7;
1966;03;15;2,3;
1966;03;16;4;
1966;03;17;1,7;
1966;03;18;1,7;
1966;03;19;9;
1966;03;20;2;
1966;03;21;2,7;
1966;03;22;2;
1966;03;23;2;
1966;03;24;5,7;
1966;03;25;2,7;
1966;03;26;3,7;
1966;03;27;9;
1966;03;28;7,7;
1966;03;29;2,7;
1966;03;30;1;
1966;03;31;1;
1966;04;1;1;
1966;04;2;1;
1966;04;3;1,3;
1966;04;4;1,7;
1966;04;5;1,3;
1966;04;6;1,7;
1966;04;7;2,7;
1966;04;8;1,7;
1966;04;9;2,7;
1966;04;10;2;
1966;04;11;1;
1966;04;12;3,3;
1966;04;13;2,7;
1966;04;14;2;
1966;04;15;1,7;
1966;04;16;4;
1966;04;17;1,7;
1966;04;18;2,7;
1966;04;19;2,3;
1966;04;20;2;
1966;04;21;5;
1966;04;22;1,3;
1966;04;23;4,7;
1966;04;24;0;
1966;04;25;2;
1966;04;26;2,7;
1966;04;27;2,7;
1966;04;28;3,3;
1966;04;29;5,3;
1966;04;30;5,7;
1966;05;1;2;
1966;05;2;1,3;
1966;05;3;,7;
1966;05;4;1;
1966;05;5;3;
1966;05;6;3;
1966;05;7;2,7;
1966;05;8;1,7;
1966;05;9;1;
1966;05;10;1;
1966;05;11;1,7;
1966;05;12;,7;
1966;05;13;1,3;
1966;05;14;,7;
1966;05;15;2,3;
1966;05;16;2,7;
1966;05;17;2,3;
1966;05;18;2;
1966;05;19;1,3;
1966;05;20;1,7;
1966;05;21;2;
1966;05;22;1,7;
1966;05;23;6,3;
1966;05;24;1,3;
1966;05;25;1,7;
1966;05;26;2,7;
1966;05;27;4;
1966;05;28;3,3;
1966;05;29;4,7;
1966;05;30;3,3;
1966;05;31;2,7;
1966;06;1;1,3;
1966;06;2;1,3;
1966;06;3;2;
1966;06;4;1,3;
1966;06;5;2;
1966;06;6;1,7;
1966;06;7;1,3;
1966;06;8;2;
1966;06;9;1;
1966;06;10;2;
1966;06;11;1;
1966;06;12;4;
1966;06;13;2;
1966;06;14;1,7;
1966;06;15;1;
1966;06;16;2;
1966;06;17;1;
1966;06;18;2,3;
1966;06;19;2;
1966;06;20;1;
1966;06;21;1,7;
1966;06;22;2;
1966;06;23;1;
1966;06;24;2,7;
1966;06;25;1,7;
1966;06;26;4,7;
1966;06;27;4,7;
1966;06;28;4;
1966;06;29;4;
1966;06;30;1,3;
1966;07;1;,7;
1966;07;2;1,3;
1966;07;3;1,7;
1966;07;4;2;
1966;07;5;1,3;
1966;07;6;1,3;
1966;07;7;2;
1966;07;8;3,3;
1966;07;9;2,7;
1966;07;10;,7;
1966;07;11;4;
1966;07;12;1;
1966;07;13;2,3;
1966;07;14;1;
1966;07;15;1;
1966;07;16;2;
1966;07;17;1,3;
1966;07;18;2;
1966;07;19;3;
1966;07;20;2;
1966;07;21;1;
1966;07;22;2;
1966;07;23;1,3;
1966;07;24;1,3;
1966;07;25;2,3;
1966;07;26;1,3;
1966;07;27;2;
1966;07;28;,7;
1966;07;29;2;
1966;07;30;1,7;
1966;07;31;,3;
1966;08;1;,7;
1966;08;2;1;
1966;08;3;1;
1966;08;4;2,7;
1966;08;5;2,3;
1966;08;6;1,7;
1966;08;7;1;
1966;08;8;1;
1966;08;9;2;
1966;08;10;1;
1966;08;11;1;
1966;08;12;1;
1966;08;13;1;
1966;08;14;1,3;
1966;08;15;5;
1966;08;16;5,7;
1966;08;17;4;
1966;08;18;1,3;
1966;08;19;1,3;
1966;08;20;1,3;
1966;08;21;1,3;
1966;08;22;2;
1966;08;23;2;
1966;08;24;3,3;
1966;08;25;2,7;
1966;08;26;2;
1966;08;27;2;
1966;08;28;2;
1966;08;29;1,3;
1966;08;30;3,3;
1966;08;31;1,7;
1966;09;1;1,3;
1966;09;2;1,3;
1966;09;3;2;
1966;09;4;1,3;
1966;09;5;1,7;
1966;09;6;1;
1966;09;7;1;
1966;09;8;,7;
1966;09;9;1;
1966;09;10;2;
1966;09;11;1;
1966;09;12;1,7;
1966;09;13;3,3;
