#OPEN_EXPORT: 2020.4.14.1354
#Datum vytvoøení souboru: 15.04.2020 13:20
#Stažením publikovaných dat souhlasíte s podmínkami užití tìchto dat.

METADATA
Stanice ID;Jméno stanice;Zaèátek mìøení;Konec mìøení;Zemìpisná délka;Zemìpisná šíøka;Nadmoøská výška
B1HODO01;Hodonín;01.01.1961;31.08.1971;17,1317;48,8575;180
B1HODO01;Hodonín;01.09.1971;31.12.1972;17,1358;48,8536;180
B1HODO01;Hodonín;01.01.1973;30.06.1977;17,1206;48,8456;160
B1HODO01;Hodonín;01.07.1977;31.07.1978;17,1208;48,8564;187
B1HODO01;Hodonín;01.11.1978;30.06.1980;17,1419;48,8658;186
B1HODO01;Hodonín;01.05.1981;30.04.1986;17,1403;48,8594;164
B1HODO01;Hodonín;01.09.1986;29.02.1992;17,1444;48,8628;164
B1HODO01;Hodonín;01.08.1992;09.06.2003;17,0972;48,8314;161
B1HODO01;Hodonín;10.06.2003;30.11.2017;17,1456;48,8617;174
B1HODO01;Hodonín;01.12.2017;31.12.2019;17,104872;48,854292;172

PØÍSTROJE
Pøístroj;Zaèátek mìøení;Konec mìøení;Výška pøístroje
Anemoindikátor;01.01.1961;31.07.1978;10
Anemoindikátor;01.11.1978;30.06.1980;10

PRVEK
Prùmìrná denní rychlost vìtru [F.AVG, m/s]

Popis:
Hodnota - hodnota prvku
Pøíznak - rozšiøující informace o hodnotì

DATA
Rok;Mìsíc;Den;Hodnota;Pøíznak
1966;09;14;,7;
1966;09;15;1;
1966;09;16;3;
1966;09;17;1,7;
1966;09;18;1;
1966;09;19;2;
1966;09;20;1,3;
1966;09;21;,7;
1966;09;22;,7;
1966;09;23;,7;
1966;09;24;1;
1966;09;25;2;
1966;09;26;,3;
1966;09;27;,7;
1966;09;28;,7;
1966;09;29;1,7;
1966;09;30;3,3;
1966;10;1;2,3;
1966;10;2;3,3;
1966;10;3;2;
1966;10;4;4;
1966;10;5;2,7;
1966;10;6;1;
1966;10;7;2,7;
1966;10;8;4;
1966;10;9;8;
1966;10;10;1;
1966;10;11;,7;
1966;10;12;3,3;
1966;10;13;1;
1966;10;14;1,3;
1966;10;15;6,7;
1966;10;16;11;
1966;10;17;4,7;
1966;10;18;2;
1966;10;19;3;
1966;10;20;1,3;
1966;10;21;1,3;
1966;10;22;,7;
1966;10;23;3,7;
1966;10;24;3,3;
1966;10;25;3,3;
1966;10;26;1;
1966;10;27;2,3;
1966;10;28;2,7;
1966;10;29;8,7;
1966;10;30;5,3;
1966;10;31;3,3;
1966;11;1;1,3;
1966;11;2;1;
1966;11;3;5;
1966;11;4;11,7;
1966;11;5;10;
1966;11;6;7;
1966;11;7;4;
1966;11;8;5;
1966;11;9;7,3;
1966;11;10;1,3;
1966;11;11;3;
1966;11;12;7,3;
1966;11;13;4;
1966;11;14;2;
1966;11;15;1,7;
1966;11;16;3,3;
1966;11;17;3,3;
1966;11;18;1,7;
1966;11;19;1;
1966;11;20;,7;
1966;11;21;,7;
1966;11;22;2;
1966;11;23;3,3;
1966;11;24;1;
1966;11;25;1,7;
1966;11;26;1;
1966;11;27;,7;
1966;11;28;5;
1966;11;29;2;
1966;11;30;5,3;
1966;12;1;3,3;
1966;12;2;3,3;
1966;12;3;2,7;
1966;12;4;,3;
1966;12;5;1;
1966;12;6;2;
1966;12;7;1,3;
1966;12;8;1;
1966;12;9;1;
1966;12;10;4,3;
1966;12;11;3;
1966;12;12;4,3;
1966;12;13;1;
1966;12;14;3;
1966;12;15;2;
1966;12;16;1;
1966;12;17;1,3;
1966;12;18;1,3;
1966;12;19;3,3;
1966;12;20;6,3;
1966;12;21;1,3;
1966;12;22;1,3;
1966;12;23;1,3;
1966;12;24;3;
1966;12;25;3;
1966;12;26;3,3;
1966;12;27;1;
1966;12;28;2;
1966;12;29;4,3;
1966;12;30;2,7;
1966;12;31;3,7;
1967;01;1;1;
1967;01;2;2,7;
1967;01;3;2,7;
1967;01;4;2,7;
1967;01;5;2,7;
1967;01;6;6;
1967;01;7;6,7;
1967;01;8;6,7;
1967;01;9;3,3;
1967;01;10;1,3;
1967;01;11;2,7;
1967;01;12;1,3;
1967;01;13;2,3;
1967;01;14;4;
1967;01;15;4;
1967;01;16;4;
1967;01;17;1,3;
1967;01;18;3,3;
1967;01;19;5,7;
1967;01;20;4;
1967;01;21;2,3;
1967;01;22;,3;
1967;01;23;,7;
1967;01;24;1,7;
1967;01;25;1;
1967;01;26;3,3;
1967;01;27;4;
1967;01;28;3,7;
1967;01;29;1,3;
1967;01;30;2;
1967;01;31;4;
1967;02;1;2;
1967;02;2;1,3;
1967;02;3;1,3;
1967;02;4;2,7;
1967;02;5;2;
1967;02;6;1;
1967;02;7;1,3;
1967;02;8;2;
1967;02;9;2;
1967;02;10;2;
1967;02;11;4,7;
1967;02;12;5,7;
1967;02;13;2;
1967;02;14;1,3;
1967;02;15;1,3;
1967;02;16;7,7;
1967;02;17;11;
1967;02;18;9;
1967;02;19;6,7;
1967;02;20;2;
1967;02;21;7;
1967;02;22;1,3;
1967;02;23;7,7;
1967;02;24;2;
1967;02;25;1,7;
1967;02;26;,7;
1967;02;27;,3;
1967;02;28;4;
1967;03;1;1,7;
1967;03;2;3;
1967;03;3;4;
1967;03;4;5;
1967;03;5;1,3;
1967;03;6;2,7;
1967;03;7;2,7;
1967;03;8;9,3;
1967;03;9;3,3;
1967;03;10;1,3;
1967;03;11;2,7;
1967;03;12;5;
1967;03;13;5,7;
1967;03;14;2;
1967;03;15;1,3;
1967;03;16;1;
1967;03;17;1,3;
1967;03;18;2,7;
1967;03;19;4;
1967;03;20;1,3;
1967;03;21;1,7;
1967;03;22;1,3;
1967;03;23;4,3;
1967;03;24;2,3;
1967;03;25;2,7;
1967;03;26;3,3;
1967;03;27;1,3;
1967;03;28;2;
1967;03;29;1;
1967;03;30;,7;
1967;03;31;1,3;
1967;04;1;3;
1967;04;2;2,7;
1967;04;3;2;
1967;04;4;2,3;
1967;04;5;4,3;
1967;04;6;3,3;
1967;04;7;2;
1967;04;8;1,7;
1967;04;9;7,3;
1967;04;10;6,7;
1967;04;11;1;
1967;04;12;2;
1967;04;13;2,7;
1967;04;14;6;
1967;04;15;8,3;
1967;04;16;2;
1967;04;17;,7;
1967;04;18;2,7;
1967;04;19;1,3;
1967;04;20;5;
1967;04;21;5;
1967;04;22;5,3;
1967;04;23;4,3;
1967;04;24;,7;
1967;04;25;2;
1967;04;26;1;
1967;04;27;,7;
1967;04;28;,7;
1967;04;29;2,3;
1967;04;30;2;
1967;05;1;1,7;
1967;05;2;,7;
1967;05;3;3;
1967;05;4;2;
1967;05;5;3,3;
1967;05;6;4,7;
1967;05;7;1;
1967;05;8;2,3;
1967;05;9;2,7;
1967;05;10;,7;
1967;05;11;1;
1967;05;12;1,3;
1967;05;13;7;
1967;05;14;10;
1967;05;15;4,3;
1967;05;16;2,7;
1967;05;17;2;
1967;05;18;3,3;
1967;05;19;1,3;
1967;05;20;2,3;
1967;05;21;3,3;
1967;05;22;1,3;
1967;05;23;2,3;
1967;05;24;,7;
1967;05;25;,7;
1967;05;26;1;
1967;05;27;2;
1967;05;28;2;
1967;05;29;2;
1967;05;30;1,7;
1967;05;31;,7;
1967;06;1;2;
1967;06;2;1;
1967;06;3;2,3;
1967;06;4;1;
1967;06;5;3;
1967;06;6;1;
1967;06;7;1,7;
1967;06;8;3;
1967;06;9;6;
1967;06;10;2;
1967;06;11;1,7;
1967;06;12;1,3;
1967;06;13;1,3;
1967;06;14;1;
1967;06;15;1;
1967;06;16;1,3;
1967;06;17;2;
1967;06;18;2;
1967;06;19;1;
1967;06;20;1,3;
1967;06;21;2,3;
1967;06;22;1,3;
1967;06;23;1,3;
1967;06;24;3;
1967;06;25;2;
1967;06;26;1,3;
1967;06;27;5,7;
1967;06;28;1,3;
1967;06;29;1,3;
1967;06;30;1;
1967;07;1;1,3;
1967;07;2;2;
1967;07;3;4;
1967;07;4;2,7;
1967;07;5;1;
1967;07;6;1,3;
1967;07;7;2;
1967;07;8;1,3;
1967;07;9;2,7;
1967;07;10;2,7;
1967;07;11;1,3;
1967;07;12;1,3;
1967;07;13;1;
1967;07;14;2;
1967;07;15;1,3;
1967;07;16;2;
1967;07;17;1,3;
1967;07;18;1;
1967;07;19;1,3;
1967;07;20;1,3;
1967;07;21;1,3;
1967;07;22;3;
1967;07;23;1,3;
1967;07;24;2;
1967;07;25;1,3;
1967;07;26;1,3;
1967;07;27;,3;
1967;07;28;,7;
1967;07;29;,7;
1967;07;30;0;
1967;07;31;1;
1967;08;1;1,3;
1967;08;2;1;
1967;08;3;1,3;
1967;08;4;3,3;
1967;08;5;1;
1967;08;6;4;
1967;08;7;1;
1967;08;8;1;
1967;08;9;1;
1967;08;10;1,7;
1967;08;11;2,7;
1967;08;12;1,3;
1967;08;13;2,3;
1967;08;14;1,3;
1967;08;15;2,3;
1967;08;16;1;
1967;08;17;1,3;
1967;08;18;1,3;
1967;08;19;1;
1967;08;20;2;
1967;08;21;1;
1967;08;22;1;
1967;08;23;1;
1967;08;24;2,7;
1967;08;25;1,3;
1967;08;26;2;
1967;08;27;2;
1967;08;28;1,3;
1967;08;29;1;
1967;08;30;1,3;
1967;08;31;,7;
1967;09;1;,7;
1967;09;2;1,7;
1967;09;3;2,7;
1967;09;4;4,7;
1967;09;5;1,3;
1967;09;6;,7;
1967;09;7;1,3;
1967;09;8;1,7;
1967;09;9;,7;
1967;09;10;,3;
1967;09;11;1,3;
1967;09;12;2;
1967;09;13;1,7;
1967;09;14;3,3;
1967;09;15;,3;
1967;09;16;2;
1967;09;17;,3;
1967;09;18;1;
1967;09;19;1;
1967;09;20;1;
1967;09;21;3,3;
1967;09;22;1;
1967;09;23;,7;
1967;09;24;1,3;
1967;09;25;,3;
1967;09;26;1,3;
1967;09;27;1;
1967;09;28;1;
1967;09;29;1;
1967;09;30;1,3;
1967;10;1;1,7;
1967;10;2;2;
1967;10;3;1;
1967;10;4;3;
1967;10;5;1,3;
1967;10;6;1,3;
1967;10;7;1,3;
1967;10;8;2;
1967;10;9;,7;
1967;10;10;1;
1967;10;11;1;
1967;10;12;4,3;
1967;10;13;2,7;
1967;10;14;,7;
1967;10;15;2,7;
1967;10;16;1,3;
1967;10;17;2;
1967;10;18;1,3;
1967;10;19;1,7;
1967;10;20;3,3;
1967;10;21;4,7;
1967;10;22;,3;
1967;10;23;1;
1967;10;24;1;
1967;10;25;1,7;
1967;10;26;1;
1967;10;27;3,3;
1967;10;28;1;
1967;10;29;1;
1967;10;30;,7;
1967;10;31;2,3;
1967;11;1;1;
1967;11;2;4,7;
1967;11;3;1,7;
1967;11;4;1,7;
1967;11;5;6,7;
1967;11;6;1;
1967;11;7;1;
1967;11;8;2,7;
1967;11;9;1;
1967;11;10;3,3;
1967;11;11;1,7;
1967;11;12;2;
1967;11;13;,7;
1967;11;14;2,3;
1967;11;15;1,7;
1967;11;16;1,3;
1967;11;17;1,3;
1967;11;18;1;
1967;11;19;1,3;
1967;11;20;1,3;
1967;11;21;,7;
1967;11;22;,7;
1967;11;23;1,7;
1967;11;24;1,7;
1967;11;25;5;
1967;11;26;4;
1967;11;27;2;
1967;11;28;,7;
1967;11;29;2,7;
1967;11;30;,7;
1967;12;1;1;
1967;12;2;1;
1967;12;3;,7;
1967;12;4;6,7;
1967;12;5;5,3;
1967;12;6;2;
1967;12;7;3,3;
1967;12;8;1,3;
1967;12;9;2;
1967;12;10;,3;
1967;12;11;2,3;
1967;12;12;1,3;
1967;12;13;1,3;
1967;12;14;1,3;
1967;12;15;1,7;
1967;12;16;1,3;
1967;12;17;4,7;
1967;12;18;4;
1967;12;19;1,7;
1967;12;20;1;
1967;12;21;2;
1967;12;22;1,7;
1967;12;23;1;
1967;12;24;,3;
1967;12;25;,7;
1967;12;26;1,7;
1967;12;27;2,3;
1967;12;28;1,3;
1967;12;29;1,3;
1967;12;30;1;
1967;12;31;1,3;
1968;01;1;2,7;
1968;01;2;1,3;
1968;01;3;1,3;
1968;01;4;2,7;
1968;01;5;1,3;
1968;01;6;4,7;
1968;01;7;3,3;
1968;01;8;2,3;
1968;01;9;,3;
1968;01;10;,7;
1968;01;11;2;
1968;01;12;3,3;
1968;01;13;4;
1968;01;14;5,3;
1968;01;15;5,3;
1968;01;16;2;
1968;01;17;1,7;
1968;01;18;1,3;
1968;01;19;2,7;
1968;01;20;1;
1968;01;21;,3;
1968;01;22;,7;
1968;01;23;2;
1968;01;24;3,3;
1968;01;25;1,7;
1968;01;26;1,7;
1968;01;27;2,7;
1968;01;28;2,3;
1968;01;29;1,7;
1968;01;30;2;
1968;01;31;1,3;
1968;02;1;1,7;
1968;02;2;2,7;
1968;02;3;4;
1968;02;4;5,7;
1968;02;5;6,7;
1968;02;6;4,3;
1968;02;7;9,3;
1968;02;8;4,3;
1968;02;9;2;
1968;02;10;2;
1968;02;11;1,7;
1968;02;12;,3;
1968;02;13;1;
1968;02;14;,7;
1968;02;15;2,7;
1968;02;16;1,7;
1968;02;17;4;
1968;02;18;1,3;
1968;02;19;,7;
1968;02;20;1,7;
1968;02;21;3;
1968;02;22;2,7;
1968;02;23;1,3;
1968;02;24;2;
1968;02;25;4,3;
1968;02;26;2,7;
1968;02;27;2;
1968;02;28;1,3;
1968;02;29;3,3;
1968;03;1;2,7;
1968;03;2;,7;
1968;03;3;3;
1968;03;4;,3;
1968;03;5;3,3;
1968;03;6;1;
1968;03;7;1,3;
1968;03;8;1;
1968;03;9;3,3;
1968;03;10;6,7;
1968;03;11;2,7;
1968;03;12;2,7;
1968;03;13;2;
1968;03;14;2,7;
1968;03;15;1,3;
1968;03;16;2,3;
1968;03;17;5,7;
1968;03;18;1,3;
1968;03;19;2;
1968;03;20;4,3;
1968;03;21;4,7;
1968;03;22;1;
1968;03;23;1,7;
1968;03;24;,3;
1968;03;25;2;
1968;03;26;1,3;
1968;03;27;,3;
1968;03;28;1;
1968;03;29;1,3;
1968;03;30;3,3;
1968;03;31;4,3;
1968;04;1;3,3;
1968;04;2;1,7;
1968;04;3;1,7;
1968;04;4;1,3;
1968;04;5;5,3;
1968;04;6;6;
1968;04;7;1,3;
1968;04;8;3,3;
1968;04;9;1,3;
1968;04;10;1,7;
1968;04;11;1;
1968;04;12;,7;
1968;04;13;,7;
1968;04;14;2,3;
1968;04;15;1,7;
1968;04;16;2;
1968;04;17;1,3;
1968;04;18;2,7;
1968;04;19;1,3;
1968;04;20;1;
1968;04;21;3;
1968;04;22;1,7;
1968;04;23;1,3;
1968;04;24;1;
1968;04;25;2,3;
1968;04;26;2,7;
1968;04;27;2;
1968;04;28;2,3;
1968;04;29;2;
1968;04;30;2;
1968;05;1;2,7;
1968;05;2;1,3;
1968;05;3;1,3;
1968;05;4;2,7;
1968;05;5;3,3;
1968;05;6;5;
1968;05;7;2,7;
1968;05;8;1,3;
1968;05;9;1,7;
1968;05;10;1,7;
1968;05;11;1,7;
1968;05;12;3,3;
1968;05;13;2;
1968;05;14;1,3;
1968;05;15;1,3;
1968;05;16;1;
1968;05;17;1,3;
1968;05;18;1,7;
1968;05;19;1,3;
1968;05;20;2,3;
1968;05;21;3,3;
1968;05;22;2,3;
1968;05;23;,7;
1968;05;24;3,3;
1968;05;25;2;
1968;05;26;2,7;
1968;05;27;5;
1968;05;28;3,3;
1968;05;29;1;
1968;05;30;2;
1968;05;31;2;
1968;06;1;1,3;
1968;06;2;1,3;
1968;06;3;,7;
1968;06;4;2;
1968;06;5;1,3;
1968;06;6;2;
1968;06;7;1;
1968;06;8;1;
1968;06;9;1,3;
1968;06;10;2;
1968;06;11;1,7;
1968;06;12;1;
1968;06;13;2,7;
1968;06;14;1,7;
1968;06;15;2;
1968;06;16;1,3;
1968;06;17;1,7;
1968;06;18;1;
1968;06;19;4;
1968;06;20;2;
1968;06;21;1;
1968;06;22;1,7;
1968;06;23;2,7;
1968;06;24;1,3;
1968;06;25;1,3;
1968;06;26;1,7;
1968;06;27;,7;
1968;06;28;2,7;
1968;06;29;3;
1968;06;30;2,3;
1968;07;1;1,7;
1968;07;2;2,7;
1968;07;3;1,3;
1968;07;4;1;
1968;07;5;1;
1968;07;6;2;
1968;07;7;1,3;
1968;07;8;1,3;
1968;07;9;1;
1968;07;10;1,7;
1968;07;11;9;
1968;07;12;2;
1968;07;13;,3;
1968;07;14;,7;
1968;07;15;1,7;
1968;07;16;1,3;
1968;07;17;2,3;
1968;07;18;3,3;
1968;07;19;2,7;
1968;07;20;1;
1968;07;21;,7;
1968;07;22;1;
1968;07;23;2;
1968;07;24;1,3;
1968;07;25;2,3;
1968;07;26;1,3;
1968;07;27;3;
1968;07;28;2,3;
1968;07;29;2;
1968;07;30;,7;
1968;07;31;1,3;
1968;08;1;1,3;
1968;08;2;2;
1968;08;3;1,7;
1968;08;4;2,7;
1968;08;5;1,7;
1968;08;6;1,7;
1968;08;7;,7;
1968;08;8;1,3;
1968;08;9;1,3;
1968;08;10;1;
1968;08;11;1,3;
1968;08;12;,7;
1968;08;13;1,3;
1968;08;14;1,3;
1968;08;15;1;
1968;08;16;1,3;
1968;08;17;1,7;
1968;08;18;1,7;
1968;08;19;1,7;
1968;08;20;1;
1968;08;21;1,3;
1968;08;22;1;
1968;08;23;,3;
1968;08;24;,7;
1968;08;25;1;
1968;08;26;,7;
1968;08;27;,7;
1968;08;28;1;
1968;08;29;2,7;
1968;08;30;3,3;
1968;08;31;2,7;
1968;09;1;1,3;
1968;09;2;,7;
1968;09;3;,7;
1968;09;4;,7;
1968;09;5;1,7;
1968;09;6;1;
1968;09;7;,3;
1968;09;8;1;
1968;09;9;,7;
1968;09;10;1;
1968;09;11;2,3;
1968;09;12;1,7;
1968;09;13;1,3;
1968;09;14;1,7;
1968;09;15;2,7;
1968;09;16;1;
1968;09;17;,3;
1968;09;18;1,3;
1968;09;19;,7;
1968;09;20;2;
1968;09;21;1,7;
1968;09;22;1;
1968;09;23;2,3;
1968;09;24;2,7;
1968;09;25;1,3;
1968;09;26;,7;
1968;09;27;1,7;
1968;09;28;1,7;
1968;09;29;1,3;
1968;09;30;1;
1968;10;1;1,7;
1968;10;2;1,3;
1968;10;3;1,7;
1968;10;4;,3;
1968;10;5;1,3;
1968;10;6;2,7;
1968;10;7;1;
1968;10;8;2,7;
1968;10;9;1;
1968;10;10;1;
1968;10;11;1,3;
1968;10;12;1;
1968;10;13;1;
1968;10;14;,7;
1968;10;15;,7;
1968;10;16;,7;
1968;10;17;,7;
1968;10;18;1;
1968;10;19;,7;
1968;10;20;,7;
1968;10;21;1;
1968;10;22;1;
1968;10;23;,7;
1968;10;24;,7;
1968;10;25;,7;
1968;10;26;,7;
1968;10;27;1;
1968;10;28;2,7;
1968;10;29;1,3;
1968;10;30;1;
1968;10;31;2;
1968;11;1;3,3;
1968;11;2;6;
1968;11;3;6,7;
1968;11;4;4;
1968;11;5;1,3;
1968;11;6;2;
1968;11;7;1;
1968;11;8;2;
1968;11;9;1,3;
1968;11;10;1,7;
1968;11;11;1;
1968;11;12;1,3;
1968;11;13;3,3;
1968;11;14;2,7;
1968;11;15;2,7;
1968;11;16;2,7;
1968;11;17;9;
1968;11;18;1;
1968;11;19;1;
1968;11;20;1,3;
1968;11;21;1;
1968;11;22;2,7;
1968;11;23;1;
1968;11;24;3,3;
1968;11;25;,7;
1968;11;26;,7;
1968;11;27;1,3;
1968;11;28;2,7;
1968;11;29;2,7;
1968;11;30;2;
1968;12;1;1,3;
1968;12;2;,3;
1968;12;3;2,7;
1968;12;4;2,7;
1968;12;5;2;
1968;12;6;2,7;
1968;12;7;2;
1968;12;8;,7;
1968;12;9;,7;
1968;12;10;2;
1968;12;11;2;
1968;12;12;1,3;
1968;12;13;1;
1968;12;14;3;
1968;12;15;3,3;
1968;12;16;6;
1968;12;17;2;
1968;12;18;1;
1968;12;19;,7;
1968;12;20;1;
1968;12;21;1;
1968;12;22;0;
1968;12;23;,7;
1968;12;24;1;
1968;12;25;1;
1968;12;26;4;
1968;12;27;1,7;
1968;12;28;,7;
1968;12;29;1;
1968;12;30;,7;
1968;12;31;1;
1969;01;1;,3;
1969;01;2;2,7;
1969;01;3;1;
1969;01;4;2,3;
1969;01;5;1,7;
1969;01;6;3,3;
1969;01;7;4,7;
1969;01;8;2,7;
1969;01;9;1;
1969;01;10;1,7;
1969;01;11;1;
1969;01;12;8;
1969;01;13;8;
1969;01;14;9;
1969;01;15;1,7;
1969;01;16;2;
1969;01;17;1,3;
1969;01;18;1,3;
1969;01;19;1;
1969;01;20;2;
1969;01;21;1,3;
1969;01;22;4,3;
1969;01;23;1,7;
1969;01;24;1,7;
1969;01;25;1,7;
1969;01;26;1;
1969;01;27;2,3;
1969;01;28;2,7;
1969;01;29;1,3;
1969;01;30;2;
1969;01;31;2;
1969;02;1;2,7;
1969;02;2;3,3;
1969;02;3;1;
1969;02;4;2;
1969;02;5;5,3;
1969;02;6;2,7;
1969;02;7;5,3;
1969;02;8;2,3;
1969;02;9;5,7;
1969;02;10;1;
1969;02;11;,7;
1969;02;12;4;
1969;02;13;3,3;
1969;02;14;1,3;
1969;02;15;2,3;
1969;02;16;2,7;
1969;02;17;,7;
1969;02;18;1,3;
1969;02;19;5,3;
1969;02;20;1,7;
1969;02;21;,3;
1969;02;22;1,7;
1969;02;23;6,7;
1969;02;24;6;
1969;02;25;1;
1969;02;26;1;
1969;02;27;,7;
1969;02;28;2,3;
1969;03;1;2;
1969;03;2;1,7;
1969;03;3;2,7;
1969;03;4;1,3;
1969;03;5;,7;
1969;03;6;,3;
1969;03;7;1;
1969;03;8;1;
1969;03;9;2;
1969;03;10;1,3;
1969;03;11;1,7;
1969;03;12;,7;
1969;03;13;2;
1969;03;14;2,7;
1969;03;15;4,7;
1969;03;16;4;
1969;03;17;2;
1969;03;18;2;
1969;03;19;3,3;
1969;03;20;2;
1969;03;21;1,7;
1969;03;22;1,7;
1969;03;23;11;
1969;03;24;2;
1969;03;25;2;
1969;03;26;2;
1969;03;27;2;
1969;03;28;2;
1969;03;29;2;
1969;03;30;2;
1969;03;31;3,3;
1969;04;1;1,3;
1969;04;2;1,7;
1969;04;3;1,3;
1969;04;4;2,7;
1969;04;5;1;
1969;04;6;0;
1969;04;7;1;
1969;04;8;5,3;
1969;04;9;1;
1969;04;10;1;
1969;04;11;1,7;
1969;04;12;2;
1969;04;13;3;
1969;04;14;1;
1969;04;15;2,7;
1969;04;16;1,3;
1969;04;17;1,3;
1969;04;18;1,3;
1969;04;19;1,3;
1969;04;20;1,7;
1969;04;21;4;
1969;04;22;2,7;
1969;04;23;1,3;
1969;04;24;1,7;
1969;04;25;1;
1969;04;26;3,3;
1969;04;27;2,7;
1969;04;28;2;
1969;04;29;3;
1969;04;30;1,3;
1969;05;1;1,7;
1969;05;2;2;
1969;05;3;3,3;
1969;05;4;2,7;
1969;05;5;2;
1969;05;6;1,7;
1969;05;7;1,7;
1969;05;8;1;
1969;05;9;1,7;
1969;05;10;2;
1969;05;11;1;
1969;05;12;,7;
1969;05;13;1;
1969;05;14;1,7;
1969;05;15;1,7;
1969;05;16;4,3;
1969;05;17;1,3;
1969;05;18;3,3;
1969;05;19;2;
1969;05;20;1,3;
1969;05;21;1,7;
1969;05;22;1,3;
1969;05;23;3,3;
1969;05;24;2;
1969;05;25;4,7;
1969;05;26;4,7;
1969;05;27;1,3;
1969;05;28;1,7;
1969;05;29;1,7;
1969;05;30;2,3;
1969;05;31;1,7;
1969;06;1;3,3;
1969;06;2;1;
1969;06;3;2;
1969;06;4;1,3;
1969;06;5;1,3;
1969;06;6;1;
1969;06;7;1,7;
1969;06;8;2;
1969;06;9;1;
1969;06;10;1,3;
1969;06;11;1,3;
1969;06;12;1;
1969;06;13;,7;
1969;06;14;1,3;
1969;06;15;1,3;
1969;06;16;1;
1969;06;17;1,3;
1969;06;18;1,3;
1969;06;19;2,7;
1969;06;20;2;
1969;06;21;1;
1969;06;22;1;
1969;06;23;2;
1969;06;24;2;
1969;06;25;1,3;
1969;06;26;1,7;
1969;06;27;1,3;
1969;06;28;1;
1969;06;29;1,3;
1969;06;30;1,3;
1969;07;1;1;
1969;07;2;1;
1969;07;3;1;
1969;07;4;1,3;
1969;07;5;1;
1969;07;6;3,3;
1969;07;7;3;
1969;07;8;1,3;
1969;07;9;1;
1969;07;10;1,3;
1969;07;11;,7;
1969;07;12;5;
1969;07;13;7,3;
1969;07;14;2,7;
1969;07;15;1;
1969;07;16;1,3;
1969;07;17;1,3;
1969;07;18;1,3;
1969;07;19;1,3;
1969;07;20;2;
1969;07;21;1,3;
1969;07;22;1,3;
1969;07;23;1;
1969;07;24;1,3;
1969;07;25;2,7;
1969;07;26;1;
1969;07;27;1,3;
1969;07;28;1,7;
1969;07;29;1,3;
1969;07;30;2,3;
1969;07;31;1,3;
1969;08;1;1,3;
1969;08;2;,7;
1969;08;3;1;
1969;08;4;1,3;
1969;08;5;1;
1969;08;6;1;
1969;08;7;2,3;
1969;08;8;1,7;
1969;08;9;2;
1969;08;10;2;
1969;08;11;1;
1969;08;12;2;
1969;08;13;1;
1969;08;14;1;
1969;08;15;,7;
1969;08;16;1;
1969;08;17;1,3;
1969;08;18;1,3;
1969;08;19;2,3;
1969;08;20;,7;
1969;08;21;2,3;
1969;08;22;2,7;
1969;08;23;1,3;
1969;08;24;1,3;
1969;08;25;2,3;
1969;08;26;1,7;
1969;08;27;1,3;
1969;08;28;1;
1969;08;29;1,7;
1969;08;30;1,3;
1969;08;31;1;
1969;09;1;2;
1969;09;2;1,3;
1969;09;3;1,3;
1969;09;4;2,3;
1969;09;5;1;
1969;09;6;1,3;
1969;09;7;1,3;
1969;09;8;,7;
1969;09;9;1;
1969;09;10;2,7;
1969;09;11;1;
1969;09;12;1,3;
1969;09;13;1,7;
1969;09;14;3,3;
1969;09;15;2,3;
1969;09;16;1,3;
1969;09;17;1,3;
1969;09;18;1,7;
1969;09;19;1,3;
1969;09;20;1,3;
1969;09;21;1;
1969;09;22;2;
1969;09;23;,7;
1969;09;24;1;
1969;09;25;1,3;
1969;09;26;1;
1969;09;27;2,7;
1969;09;28;1,3;
1969;09;29;1;
1969;09;30;1;
1969;10;1;2,3;
1969;10;2;2;
1969;10;3;2;
1969;10;4;1,3;
1969;10;5;1;
1969;10;6;,7;
1969;10;7;1,3;
1969;10;8;,7;
1969;10;9;1,3;
1969;10;10;1,3;
1969;10;11;,3;
1969;10;12;,7;
1969;10;13;2,7;
1969;10;14;1,3;
1969;10;15;1,3;
1969;10;16;1;
1969;10;17;,7;
1969;10;18;1,7;
1969;10;19;2;
1969;10;20;2,7;
1969;10;21;1,3;
1969;10;22;1;
1969;10;23;1,3;
1969;10;24;1,3;
1969;10;25;1,7;
1969;10;26;3,3;
1969;10;27;2;
1969;10;28;1,3;
1969;10;29;1,7;
1969;10;30;3,3;
1969;10;31;2;
1969;11;1;2;
1969;11;2;1,3;
1969;11;3;2;
1969;11;4;1,3;
1969;11;5;,7;
1969;11;6;1,3;
1969;11;7;5;
1969;11;8;14,3;
1969;11;9;4;
1969;11;10;1,3;
1969;11;11;2,7;
1969;11;12;1,3;
1969;11;13;,3;
1969;11;14;,3;
1969;11;15;1,7;
1969;11;16;,7;
1969;11;17;4;
1969;11;18;,7;
1969;11;19;1,3;
1969;11;20;1;
1969;11;21;4;
1969;11;22;2,3;
1969;11;23;1,3;
1969;11;24;1,7;
1969;11;25;1,7;
1969;11;26;1,7;
1969;11;27;1,3;
1969;11;28;1,7;
1969;11;29;1,3;
1969;11;30;2,7;
1969;12;1;1,7;
1969;12;2;1,3;
1969;12;3;4;
1969;12;4;1,7;
1969;12;5;2,7;
1969;12;6;4;
1969;12;7;1,3;
1969;12;8;2,7;
1969;12;9;3,3;
1969;12;10;1,3;
1969;12;11;1,7;
