"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"geometry";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H2OLVO01";16.328611;50.365556;670;"Olešnice";"Olešnice, Vodárna";"ASS";"POINT (16.328611 50.365556)";NA;NA;NA;NA;"prec";NA;NA;NA;NA
"H2ORLI01";16.667424;50.026453;570;"Orlicky";"Orlicky";"ASS";"POINT (16.667424 50.026453)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2ORLZ01";16.468455;50.280707;690;"Orlické Záhorí";"Orlické Záhorí";"MSS";"POINT (16.468455 50.280707)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2POLO01";16.322222;50.350278;747.24;"Polom";"Polom, Sedlonov";"AMS";"POINT (16.322222 50.350278)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H2ROKY01";16.460258;50.164432;577;"Rokytnice v Orlic.horách";"Rokytnice v Orlic.horách";"AKS1";"POINT (16.460258 50.164432)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H2RYCH01";16.270033;50.164879;335;"Rychnov nad Knežnou";"Rychnov nad Knežnou";"AKS1";"POINT (16.270033 50.164879)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H2SLAZ01";16.3875;50.1375;401;"Slatina nad Zdobnicí";"Slatina nad Zdobnicí";"ASS";"POINT (16.3875 50.1375)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2USTI01";16.422222;49.980278;401.7;"Ústí nad Orlicí";"Ústí nad Orlicí";"AMS1";"POINT (16.422222 49.980278)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H2ZAMB01";16.45477;50.069195;405;"Žamberk";"Žamberk";"AKS2";"POINT (16.45477 50.069195)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H2ZDOB01";16.408505;50.247678;671;"Zdobnice";"Zdobnice";"ASS";"POINT (16.408505 50.247678)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3BAHN01";15.234033;49.866846;420;"Bahno";"Bahno";"ASS";"POINT (15.234033 49.866846)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3BEST01";15.569633;49.829595;333;"Bestvina";"Bestvina, Parížov";"MSS";"POINT (15.569633 49.829595)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3BROU01";16.343617;50.569966;373;"Broumov";"Broumov";"AKS1";"POINT (16.343617 50.569966)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3CASL01";15.394281;49.901675;251;"Cáslav";"Cáslav, Nové mesto";"AKS3";"POINT (15.394281 49.901675)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3CASL01";15.394281;49.901675;251;"Cáslav";"Cáslav, Nové mesto";"AKS3";"POINT (15.394281 49.901675)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3CHLM01";15.462251;50.137135;213;"Chlumec nad Cidlinou";"Chlumec nad Cidlinou, Lucice";"MSS";"POINT (15.462251 50.137135)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3CHTU01";15.386389;49.940833;238.2;"Chotusice";"Chotusice, letište";"AMS";"POINT (15.386389 49.940833)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H3DOBC01";15.638309;50.143231;275;"Dobrenice";"Dobrenice";"MSS";"POINT (15.638309 50.143231)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3DYMO01";15.201165;50.248346;208;"Dymokury";"Dymokury";"ASS";"POINT (15.201165 50.248346)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3GAJE01";16.410023;49.821051;515;"Gajer";"Gajer, Janov";"AKS1";"POINT (16.410023 49.821051)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3HAMR01";15.914045;49.738323;605;"Hamry";"Hamry";"MSS";"POINT (15.914045 49.738323)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3HERM01";15.673986;49.946639;275;"Hermanuv Mestec";"Hermanuv Mestec";"ASS";"POINT (15.673986 49.946639)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3HOLO01";15.57805;50.376952;321;"Holovousy";"Holovousy";"AKS1";"POINT (15.57805 50.376952)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3HRAD01";15.838452;50.177649;278;"Hradec Králové";"Hradec Králové, Nový Hradec Králové";"AKS1";"POINT (15.838452 50.177649)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H3HRTY01";15.909774;49.962057;241;"Hrochuv Týnec";"Hrochuv Týnec";"ASS";"POINT (15.909774 49.962057)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3HRUS01";16.19522;49.916517;291;"Hrušová";"Hrušová";"AKS1";"POINT (16.19522 49.916517)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3JICI01";15.352626;50.439511;283;"Jicín";"Jicín";"AKS1";"POINT (15.352626 50.439511)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H3KONA01";15.284988;50.03844;209;"Konárovice";"Konárovice";"ASS";"POINT (15.284988 50.03844)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3KRIZ01";15.774205;49.865999;432;"Križanovice";"Križanovice";"MSS";"POINT (15.774205 49.865999)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3KRUC01";15.844811;49.688077;559;"Krucemburk";"Krucemburk";"MSS";"POINT (15.844811 49.688077)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3KUTH01";15.288261;49.965934;260;"Kutná Hora";"Kutná Hora, Sedlec";"MSS";"POINT (15.288261 49.965934)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3LBEL01";15.588567;50.427437;299;"Lázne Belohrad";"Lázne Belohrad";"AKS2";"POINT (15.588567 50.427437)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H3LIBA01";15.214447;50.370822;240;"Libán";"Libán";"ASS";"POINT (15.214447 50.370822)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3LIBC01";15.704862;49.744164;425;"Libice nad Doubravou";"Libice nad Doubravou";"AKS2";"POINT (15.704862 49.744164)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H3LICO01";15.551646;49.914705;335;"Licomerice";"Licomerice";"MSS";"POINT (15.551646 49.914705)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3LUBN01";16.190554;49.773006;560;"Lubná";"Lubná";"ASS";"POINT (16.190554 49.773006)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3MOKO01";15.56668;50.016395;255;"Mokošín";"Mokošín";"AKS1";"POINT (15.56668 50.016395)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3NBYD01";15.497443;50.237553;232;"Nový Bydžov";"Nový Bydžov";"AKS2";"POINT (15.497443 50.237553)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H3NECH01";15.659823;50.242972;245;"Nechanice - Lubno";"Nechanice - Lubno";"MSS";"POINT (15.659823 50.242972)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3NHRA01";16.147668;49.850201;400;"Nové Hrady";"Nové Hrady";"ASS";"POINT (16.147668 49.850201)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3PARD01";15.740273;50.016111;224.21;"Pardubice";"Pardubice, letište";"AMS";"POINT (15.740273 50.016111)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H3PODE01";15.133554;50.140503;189;"Podebrady";"Podebrady";"AKS1";"POINT (15.133554 50.140503)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H3RADO01";15.368164;50.106526;227;"Radovesnice II.";"Radovesnice II.";"AKS2";"POINT (15.368164 50.106526)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H3SECA01";15.6479;49.844725;529;"Sec";"Sec";"AKS1";"POINT (15.6479 49.844725)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3SKUT01";15.996153;49.834947;457;"Skutec";"Skutec";"AKS2";"POINT (15.996153 49.834947)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H3SLAT01";15.393348;50.379018;254;"Slatiny";"Slatiny, Milíceves";"ASS";"POINT (15.393348 50.379018)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3SVOD01";15.787769;50.222602;240;"Hradec Králové";"Hradec Králové, Svobodné Dvory";"AKS1";"POINT (15.787769 50.222602)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H3SVRA01";16.034167;49.735;734;"Svratouch";"Svratouch";"AMS1";"POINT (16.034167 49.735)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H3TRST01";16.341265;49.807087;435;"Trstenice";"Trstenice";"MSS";"POINT (16.341265 49.807087)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3VMYT01";16.167796;49.962009;278;"Vysoké Mýto";"Vysoké Mýto";"MSS";"POINT (16.167796 49.962009)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3VYSC01";15.822131;49.755424;548;"Vysocina";"Vysocina, Jancour";"MSS";"POINT (15.822131 49.755424)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H3ZBYS01";15.329835;49.78686;490;"Zbýšov";"Zbýšov, Dobrovítov";"AKS2";"POINT (15.329835 49.78686)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H3ZEHU01";15.287765;50.133757;204;"Žehun";"Žehun";"MSS";"POINT (15.287765 50.133757)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H4DDHP01";15.654731;50.676074;875;"Dolní Dvur";"Dolní Dvur, Hanapetrova paseka";"ASNS";"POINT (15.654731 50.676074)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H4LUIS01";16.38829;50.287003;875;"Luisino údolí";"Luisino údolí, Deštné v Orlických horách";"ASNS";"POINT (16.38829 50.287003)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H4SUVR01";16.693368;50.049859;995;"Suchý vrch";"Suchý vrch";"ASNS";"POINT (16.693368 50.049859)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H7SNEZ01";15.740278;50.735833;1602;"Snežka";"Snežka, Poštovna";"AMS3";"POINT (15.740278 50.735833)";"tmean";"tmax";"tmin";"humid";NA;NA;NA;"wind";NA
"L1BORO01";13.727867;49.623944;651;"Borovno";"Borovno, Míšov";"ASS";"POINT (13.727867 49.623944)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1CACH01";13.301694;49.264136;729;"Cachrov";"Cachrov";"ASS";"POINT (13.301694 49.264136)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1CERCTT";12.785182;49.384633;1016;"Cerchov";"Cerchov, Cerchov";"TOTAL";"POINT (12.785182 49.384633)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L1CHUD01";13.176421;49.465452;490;"Chudenice";"Chudenice";"ASS";"POINT (13.176421 49.465452)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1CKUB01";12.857804;49.367941;549;"Ceská Kubice";"Ceská Kubice";"ASS";"POINT (12.857804 49.367941)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1DNES01";13.267176;49.601684;370;"Dnešice";"Dnešice";"MSS";"POINT (13.267176 49.601684)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1DOMA01";12.922385;49.444716;458;"Domažlice";"Domažlice";"AKS1";"POINT (12.922385 49.444716)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L1HOJS01";13.197146;49.212473;866;"Železná Ruda";"Železná Ruda, Hojsova Stráž";"AKS1";"POINT (13.197146 49.212473)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L1HTYN01";12.943746;49.528213;374;"Horšovský Týn";"Horšovský Týn";"ASS";"POINT (12.943746 49.528213)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1JEZHTT";13.184692;49.168686;1343;"Jezerní hora";"Jezerní hora";"TOTAL";"POINT (13.184692 49.168686)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L1KDYN01";13.045733;49.393642;475;"Kdyne";"Kdyne";"MSS";"POINT (13.045733 49.393642)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1KLAT01";13.303016;49.39042;421;"Klatovy";"Klatovy";"AKS1";"POINT (13.303016 49.39042)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"L1LIBK01";13.135593;49.366344;574;"Libkov";"Libkov";"MSS";"POINT (13.135593 49.366344)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L1LOVC01";13.493545;49.402384;597;"Lovcice";"Lovcice, Kvasetice";"ASS";"POINT (13.493545 49.402384)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1LUZA01";13.317522;49.54908;358;"Lužany";"Lužany";"MSS";"POINT (13.317522 49.54908)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1MARATT";13.73075;49.58855;782;"Marásek";"Marásek, Marásek na Burku";"TOTAL";"POINT (13.73075 49.58855)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L1NEPO01";13.589389;49.486924;471;"Nepomuk";"Nepomuk";"AKS1";"POINT (13.589389 49.486924)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L1NETU01";13.432035;49.61559;464;"Netunice";"Netunice";"MSS";"POINT (13.432035 49.61559)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1NEZV01";13.528521;49.635765;371;"Nezvestice";"Nezvestice";"ASS";"POINT (13.528521 49.635765)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1NYRS01";13.145794;49.294244;451;"Nýrsko";"Nýrsko";"MSS";"POINT (13.145794 49.294244)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1PANCTT";13.252276;49.17722;1189;"Pancír";"Pancír";"TOTAL";"POINT (13.252276 49.17722)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L1PIVO01";12.741932;49.490754;619;"Pivon";"Pivon";"ASS";"POINT (12.741932 49.490754)";NA;NA;NA;NA;"prec";NA;NA;NA;NA
"L1PLMI01";13.378889;49.764722;359.8;"Plzen";"Plzen, Mikulka";"AMS1";"POINT (13.378889 49.764722)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"L1PLZB01";13.386411;49.788378;331;"Plzen";"Plzen, Bolevec";"AKS1";"POINT (13.386411 49.788378)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L1SEC001";13.506002;49.587397;398;"Sec";"Sec";"MSS";"POINT (13.506002 49.587397)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1SPIC01";13.231136;49.177061;945;"Železná Ruda";"Železná Ruda, Špicák";"MSS";"POINT (13.231136 49.177061)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1SPOR01";13.604538;49.615175;420;"Spálené Porící";"Spálené Porící";"MSS";"POINT (13.604538 49.615175)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1STAN01";13.067369;49.552537;362;"Stankov";"Stankov";"AKS1";"POINT (13.067369 49.552537)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L1STOD01";13.166901;49.639696;337;"Stod";"Stod";"ASS";"POINT (13.166901 49.639696)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1STRA01";13.246905;49.30562;477;"Strážov";"Strážov";"MSS";"POINT (13.246905 49.30562)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1TRHA01";12.83535;49.41688;471;"Trhanov";"Trhanov, Chodov";"MSS";"POINT (12.83535 49.41688)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1VSER01";12.984558;49.343917;445;"Všeruby";"Všeruby";"MSS";"POINT (12.984558 49.343917)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1ZINK01";13.497252;49.478113;459;"Žinkovy";"Žinkovy";"MSS";"POINT (13.497252 49.478113)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1ZIVO01";13.681495;49.470036;484;"Životice";"Životice";"MSS";"POINT (13.681495 49.470036)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L1ZRUD01";13.228729;49.138245;754;"Železná Ruda";"Železná Ruda";"ASS";"POINT (13.228729 49.138245)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2BELA01";12.581084;49.583431;511;"Železná";"Železná";"ASS";"POINT (12.581084 49.583431)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2BEZV01";13.054363;49.993664;699;"Bezverov";"Bezverov";"ASS";"POINT (13.054363 49.993664)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2BORT01";12.770725;49.710653;471;"Bor";"Bor";"MSS";"POINT (12.770725 49.710653)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2DARM01";12.879505;49.643292;442;"Staré Sedlo";"Staré Sedlo, Darmyšl";"ASS";"POINT (12.879505 49.643292)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2DOBR01";13.689215;49.717616;417;"Dobrív";"Dobrív";"MSS";"POINT (13.689215 49.717616)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2DYLE01";12.502849;49.968079;939;"Dylen";"Dylen";"AKS2";"POINT (12.502849 49.968079)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L2HBEL01";13.248312;49.884347;513;"Horní Belá";"Horní Belá, Vrtbo";"MSS";"POINT (13.248312 49.884347)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2HERM01";13.57133;50.148529;407;"Hermanov";"Hermanov";"AKS2";"POINT (13.57133 50.148529)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L2HOLO01";13.71137;49.77498;433;"Holoubkov";"Holoubkov, Medový Újezd";"MSS";"POINT (13.71137 49.77498)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2HROM01";13.445309;49.848142;336;"Hromnice";"Hromnice";"MSS";"POINT (13.445309 49.848142)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2KONL01";12.975956;49.884787;530;"Konstantinovy Lázne";"Konstantinovy Lázne";"AKS1";"POINT (12.975956 49.884787)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L2KOUN01";13.672193;50.214902;418;"Kounov";"Kounov";"ASS";"POINT (13.672193 50.214902)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2KRAL01";13.494007;49.981823;449;"Kralovice";"Kralovice";"AKS1";"POINT (13.494007 49.981823)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L2KRAU01";12.920958;50.071286;650;"Krásné Údolí";"Krásné Údolí";"AKS1";"POINT (12.920958 50.071286)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L2KVES01";13.861277;49.990212;405;"Karlova Ves";"Karlova Ves";"ASS";"POINT (13.861277 49.990212)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2LIBL01";13.5451;49.916487;299;"Liblín";"Liblín";"ASS";"POINT (13.5451 49.916487)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2MANE01";13.22757;49.992466;436;"Manetín";"Manetín";"MSS";"POINT (13.22757 49.992466)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2MLAV01";12.695966;49.990619;696;"Mariánské Lázne";"Mariánské Lázne, vodárna";"AKS1";"POINT (12.695966 49.990619)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L2NEMA01";12.716909;49.431422;529;"Nemanice";"Nemanice, Nemanicky";"MSS";"POINT (12.716909 49.431422)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2ORAC01";13.54839;50.10814;401;"Orácov";"Orácov";"MSS";"POINT (13.54839 50.10814)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2PLAN01";12.735097;49.870952;505;"Planá";"Planá";"ASS";"POINT (12.735097 49.870952)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2PLAS01";13.382176;49.933074;330;"Plasy";"Plasy";"MSS";"POINT (13.382176 49.933074)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2PLZR01";13.323199;49.765499;320;"Plzen";"Plzen, Radcice";"MSS";"POINT (13.323199 49.765499)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2PRIM01";12.678056;49.669444;742.76;"Primda";"Primda";"AMS1";"POINT (12.678056 49.669444)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"L2RAKO01";13.738906;50.099307;313;"Rakovník";"Rakovník";"ASS";"POINT (13.738906 50.099307)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2ROKY01";13.582576;49.73725;370;"Rokycany";"Rokycany";"ASS";"POINT (13.582576 49.73725)";NA;NA;NA;NA;"prec";NA;NA;NA;NA
"L2SLAB01";13.690636;49.992453;389;"Slabce";"Slabce, Modrejovice";"MSS";"POINT (13.690636 49.992453)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2STRA01";13.753217;49.742781;526;"Strašice";"Strašice";"ASS";"POINT (13.753217 49.742781)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2STRI01";12.996866;49.75451;412;"Stríbro";"Stríbro";"AKS2";"POINT (12.996866 49.75451)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L2TACH01";12.623135;49.798357;487;"Tachov";"Tachov";"AKS3";"POINT (12.623135 49.798357)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"L2TACH01";12.623135;49.798357;487;"Tachov";"Tachov";"AKS3";"POINT (12.623135 49.798357)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"L2TERE01";13.707071;49.901862;402;"Terešov";"Terešov";"ASS";"POINT (13.707071 49.901862)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2TSEK01";12.616463;49.943647;672;"Tri Sekery";"Tri Sekery";"MSS";"POINT (12.616463 49.943647)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2ULIC01";13.143405;49.759189;428;"Úlice";"Úlice";"ASS";"POINT (13.143405 49.759189)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2UNES01";13.128163;49.894104;573;"Únešov";"Únešov, Cíhaná";"MSS";"POINT (13.128163 49.894104)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2UTER01";13.001143;49.938609;489;"Úterý";"Úterý";"MSS";"POINT (13.001143 49.938609)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2VERU01";13.172377;50.140984;582;"Verušicky";"Verušicky";"MSS";"POINT (13.172377 50.140984)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2VICH01";12.945816;49.79351;506;"Víchov";"Víchov";"MSS";"POINT (12.945816 49.79351)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L2ZBIR01";13.751748;49.853987;476;"Zbiroh";"Zbiroh, Švabín";"AKS2";"POINT (13.751748 49.853987)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L2ZLUT01";13.161287;50.096136;554;"Žlutice";"Žlutice";"ASS";"POINT (13.161287 50.096136)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3ABER01";12.816447;50.367742;893;"Abertamy";"Abertamy";"ASS";"POINT (12.816447 50.367742)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3AS0001";12.179572;50.220602;675;"Aš";"Aš";"AKS1";"POINT (12.179572 50.220602)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L3BECO01";12.836484;50.081963;535;"Becov nad Teplou";"Becov nad Teplou";"ASS";"POINT (12.836484 50.081963)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3CHEB01";12.391389;50.068333;483;"Cheb";"Cheb";"AMS1";"POINT (12.391389 50.068333)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"L3FRAL01";12.351238;50.116796;435;"Františkovy Lázne";"Františkovy Lázne";"MSS";"POINT (12.351238 50.116796)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L3HABA01";12.54853;50.180156;484;"Habartov";"Habartov";"MSS";"POINT (12.54853 50.180156)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3HAZL01";12.270389;50.159224;551;"Hazlov";"Hazlov";"MSS";"POINT (12.270389 50.159224)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3HROZ01";12.389416;50.025396;452;"Starý Hroznatov";"Starý Hroznatov";"MSS";"POINT (12.389416 50.025396)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3KLIN01";12.967957;50.3948;1236;"Klínovec";"Klínovec";"AKS2";"POINT (12.967957 50.3948)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L3KVAL01";12.914167;50.201667;603;"Karlovy Vary";"Karlovy Vary, Olšová Vrata";"AMS";"POINT (12.914167 50.201667)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"L3KVAZ01";12.878151;50.227229;377;"Karlovy Vary";"Karlovy Vary";"AKS4";"POINT (12.878151 50.227229)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"L3LAZY01";12.62322;50.05;845;"Kynžvart";"Kynžvart, Lazy";"ASS";"POINT (12.62322 50.05)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3LUBY01";12.400238;50.256881;524;"Luby";"Luby";"ASS";"POINT (12.400238 50.256881)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3LYSITT";12.651237;50.022636;980;"Lysina";"Lysina";"TOTAL";"POINT (12.651237 50.022636)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L3NEJD01";12.715486;50.335684;609;"Nejdek";"Nejdek";"AKS3";"POINT (12.715486 50.335684)";"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"L3NEJD01";12.715486;50.335684;609;"Nejdek";"Nejdek";"AKS3";"POINT (12.715486 50.335684)";"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"L3OLOV01";12.558916;50.246202;545;"Oloví";"Oloví";"MSS";"POINT (12.558916 50.246202)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3PREB01";12.615467;50.37246;904;"Prebuz";"Prebuz";"ASS";"POINT (12.615467 50.37246)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3SEMN01";12.993213;50.245531;367;"Šemnice";"Šemnice, Dubina";"MSS";"POINT (12.993213 50.245531)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L3SIND01";12.597466;50.317449;589;"Šindelová";"Šindelová, Obora";"AKS1";"POINT (12.597466 50.317449)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
