"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"geometry";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C1BREZ01";13.9461;49.5542;493;"Breznice";"Breznice";"ASS";"POINT (13.9461 49.5542)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1BRZKTT";13.4892;48.9547;1154;"Brezník";"Brezník, Hranicní slat";"TOTAL";"POINT (13.4892 48.9547)";NA;NA;NA;NA;NA;"snow";NA;NA;NA
"C1CDVU01";14.2378;48.8514;588;"Cervený Dvur";"Cervený Dvur, Chvalšiny";"MSS";"POINT (14.2378 48.8514)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1CERP01";14.1072;48.7356;740;"Cerná v Pošumaví";"Cerná v Pošumaví";"AKS1";"POINT (14.1072 48.7356)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C1CHAN01";13.7194;49.4019;533;"Chanovice";"Chanovice";"ASS";"POINT (13.7194 49.4019)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1CHEL01";14.169367;49.119265;451;"Chelcice";"Chelcice";"ASS";"POINT (14.169367 49.119265)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1CHUR01";13.615278;49.068333;1117.8;"Churánov";"Churánov";"AMS1";"POINT (13.615278 49.068333)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C1FILH01";13.52;49.03;1110;"Filipova Hut";"Filipova Hut";"ASS";"POINT (13.52 49.03)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1FILHTT";13.5192;49.0294;1112;"Filipova Hut";"Filipova Hut";"TOTAL";"POINT (13.5192 49.0294)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C1FRAN01";14.100278;48.9825;726;"Frantoly";"Frantoly";"MSS";"POINT (14.100278 48.9825)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1HKVI01";13.56502;49.053673;1052;"Horská Kvilda";"Horská Kvilda";"AKS3";"POINT (13.56502 49.053673)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1HKVI01";13.56502;49.053673;1052;"Horská Kvilda";"Horská Kvilda";"AKS3";"POINT (13.56502 49.053673)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1HLHO01";13.6897;49.3486;445;"Horaždovická Lhota";"Horaždovická Lhota";"MSS";"POINT (13.6897 49.3486)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1HLUB01";14.4356;49.0542;410;"Hluboká nad Vltavou";"Hluboká nad Vltavou";"ASS";"POINT (14.4356 49.0542)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1HUSI01";13.9883;49.0522;483;"Husinec";"Husinec";"AKS1";"POINT (13.9883 49.0522)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C1JELE01";13.8897;48.8031;810;"Jelení";"Jelení, Nová Pec";"ASS";"POINT (13.8897 48.8031)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1KATO01";13.831944;49.270833;412;"Katovice";"Katovice";"MSS";"POINT (13.831944 49.270833)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1KEST01";14.0736;49.2681;381;"Kestrany";"Kestrany";"ASS";"POINT (14.0736 49.2681)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1KHOR01";13.55;49.145556;728;"Kašperské Hory";"Kašperské Hory";"AKS";"POINT (13.55 49.145556)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C1KHUT01";13.7722;48.9839;1010;"Kubova Hut";"Kubova Hut";"MSS";"POINT (13.7722 48.9839)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1KNSTTT";14.0119;48.8472;1126;"Knížecí Stolec";"Knížecí Stolec";"TOTAL";"POINT (14.0119 48.8472)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C1KOCE01";13.838611;49.467222;519;"Kocelovice";"Kocelovice";"AMS1";"POINT (13.838611 49.467222)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C1KPLATT";13.625;48.9572;1018;"Knížecí Pláne";"Knížecí Pláne, Borová Lada";"TOTAL";"POINT (13.625 48.9572)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C1KRSI01";14.0725;49.484444;430;"Krsice";"Krsice";"ASS";"POINT (14.0725 49.484444)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1KTIS01";14.1058;48.9033;758;"Ktiš";"Ktiš, Tisovka";"AKS2";"POINT (14.1058 48.9033)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1KVIL01";13.5792;49.0192;1059;"Kvilda";"Kvilda";"AKS3";"POINT (13.5792 49.0192)";"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"C1KVIL01";13.5792;49.0192;1059;"Kvilda";"Kvilda";"AKS3";"POINT (13.5792 49.0192)";"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"C1NALH01";13.5486;49.3347;495;"Nalžovské Hory";"Nalžovské Hory";"ASS";"POINT (13.5486 49.3347)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1NEMC01";14.2714;49.0308;436;"Nemcice";"Nemcice";"MSS";"POINT (14.2714 49.0308)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1ORLV01";14.1683;49.5036;431;"Orlík nad Vltavou";"Orlík nad Vltavou";"ASS";"POINT (14.1683 49.5036)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1PASE01";14.2678;49.2497;482;"Paseky";"Paseky";"ASS";"POINT (14.2678 49.2497)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1PLCHTT";13.851601;48.771198;1344;"Plechý";"Plechý, Trojmezí";"TOTAL";"POINT (13.851601 48.771198)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C1POLETT";13.3958;49.0642;1312;"Poledník";"Poledník";"TOTAL";"POINT (13.3958 49.0642)";NA;NA;NA;NA;NA;"snow";NA;NA;NA
"C1PRAS01";13.3786;49.1069;883;"Prášily";"Prášily";"ASS";"POINT (13.3786 49.1069)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1PRCH01";13.9944;49.0078;607;"Prachatice";"Prachatice";"MSS";"POINT (13.9944 49.0078)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1RADO01";13.7272;49.5322;570;"Radošice";"Radošice";"ASS";"POINT (13.7272 49.5322)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1ROSLTT";13.4167;49.0156;1096;"Rokytská slat";"Rokytská slat";"TOTAL";"POINT (13.4167 49.0156)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C1ROZM01";13.8664;49.605;538;"Rožmitál pod Tremšínem";"Rožmitál pod Tremšínem";"AKS1";"POINT (13.8664 49.605)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C1SEDL01";13.9419;49.3756;511;"Sedlice";"Sedlice";"AKS3";"POINT (13.9419 49.3756)";"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"C1SEDL01";13.9419;49.3756;511;"Sedlice";"Sedlice";"AKS3";"POINT (13.9419 49.3756)";"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"C1SRNI01";13.4789;49.0869;857;"Srní";"Srní";"MSS";"POINT (13.4789 49.0869)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1STOZ01";13.821667;48.8569;797;"Stožec";"Stožec";"MSS";"POINT (13.821667 48.8569)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1STRA01";13.9242;49.2514;427;"Strakonice";"Strakonice";"AKS1";"POINT (13.9242 49.2514)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C1STRS01";13.6425;49.1797;637;"Strašín";"Strašín";"ASS";"POINT (13.6425 49.1797)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1STRZ01";13.72028;48.908822;811;"Strážný";"Strážný";"ASS";"POINT (13.72028 48.908822)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1SUSI01";13.5283;49.2381;484;"Sušice";"Sušice";"MSS";"POINT (13.5283 49.2381)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1TEME01";14.342222;49.197778;500;"Temelín";"Temelín";"AMS1";"POINT (14.342222 49.197778)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C1TOCH01";13.9897;49.6003;494;"Tochovice";"Tochovice";"MSS";"POINT (13.9897 49.6003)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1VACP01";13.72;49.1336;738;"Vacov";"Vacov, Peckov";"ASS";"POINT (13.72 49.1336)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1VIMP01";13.7825;49.065833;628;"Vimperk";"Vimperk";"AKS3";"POINT (13.7825 49.065833)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"C1VIMP01";13.7825;49.065833;628;"Vimperk";"Vimperk";"AKS3";"POINT (13.7825 49.065833)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"C1VLKO01";13.5897;49.3022;493;"Vlkonice";"Vlkonice";"AKS1";"POINT (13.5897 49.3022)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C1VOLR01";13.88657;48.90881;749;"Volary";"Volary";"AKS2";"POINT (13.88657 48.90881)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C1VOLY01";13.8639;49.1875;448;"Volyne";"Volyne, Nihošovice";"ASS";"POINT (13.8639 49.1875)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1VRAZ01";14.1289;49.3844;433;"Vráž";"Vráž";"AKS1";"POINT (14.1289 49.3844)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C1ZALE01";13.8892;49.1078;569;"Zálezly";"Zálezly";"MSS";"POINT (13.8892 49.1078)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1ZAMY01";13.374402;49.22629;800;"Zámyšl";"Zámyšl";"ASS";"POINT (13.374402 49.22629)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1ZAVI01";13.923056;49.487222;501;"Závišín";"Závišín";"MSS";"POINT (13.923056 49.487222)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C1ZBYT01";13.9889;48.9417;792;"Zbytiny";"Zbytiny";"ASS";"POINT (13.9889 48.9417)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2BECH01";14.4708;49.3;409;"Bechyne";"Bechyne";"ASS";"POINT (14.4708 49.3)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C2BENC01";14.6283;48.7311;665;"Benešov nad Cernou";"Benešov nad Cernou";"MSS";"POINT (14.6283 48.7311)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2BESE01";14.5689;48.7958;593;"Besednice";"Besednice";"MSS";"POINT (14.5689 48.7958)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2BORK01";14.636825;49.207925;419;"Borkovice";"Borkovice";"AKS2";"POINT (14.636825 49.207925)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2BORS01";14.439722;48.926667;404;"Boršov nad Vltavou";"Boršov nad Vltavou";"MSS";"POINT (14.439722 48.926667)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2BRLO01";14.2189;48.9269;559;"Brloh";"Brloh";"MSS";"POINT (14.2189 48.9269)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2BYNO01";14.799947;48.816603;475;"Bynov";"Bynov";"AKS1";"POINT (14.799947 48.816603)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2CBUD01";14.469722;48.951944;394.6;"Ceské Budejovice";"Ceské Budejovice,Rožnov";"AMS2";"POINT (14.469722 48.951944)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C2CERN01";14.9625;49.3575;580;"Cernovice";"Cernovice, Dobešov";"AKS2";"POINT (14.9625 49.3575)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C2CHLT01";14.9358;48.9578;462;"Chlum u Trebone";"Chlum u Trebone";"ASS";"POINT (14.9358 48.9578)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C2CHYN01";14.810556;49.414167;492;"Chýnov";"Chýnov";"MSS";"POINT (14.810556 49.414167)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2CKRU01";14.33935;48.832242;554;"Ceský Krumlov";"Ceský Krumlov, Prísecná";"AKS2";"POINT (14.33935 48.832242)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2DDVO01";14.453611;48.657222;613;"Dolní Dvorište";"Dolní Dvorište";"MSS";"POINT (14.453611 48.657222)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2HLAS01";14.7561;49.4981;547;"Hlasivo";"Hlasivo";"AKS2";"POINT (14.7561 49.4981)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2HRNH01";14.8494;48.8181;479;"Hranice";"Hranice";"MSS";"POINT (14.8494 48.8181)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2JHRA01";14.9575;49.1556;524;"Jindrichuv Hradec";"Jindrichuv Hradec, Debolín";"AKS1";"POINT (14.9575 49.1556)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2JIST01";14.529167;49.484444;580;"Jistebnice";"Jistebnice";"MSS";"POINT (14.529167 49.484444)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2KAML01";15.0633;49.2831;557;"Kamenice nad Lipou";"Kamenice nad Lipou, Vodná";"ASS";"POINT (15.0633 49.2831)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2KARD01";14.8558;49.1864;450;"Kardašova Recice";"Kardašova Recice";"MSS";"POINT (14.8558 49.1864)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2KOVA01";14.2783;49.5172;529;"Kovárov";"Kovárov";"MSS";"POINT (14.2783 49.5172)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2KREM01";14.3028;48.9064;524;"Kremže";"Kremže, Mríc";"AKS3";"POINT (14.3028 48.9064)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"C2KREM01";14.3028;48.9064;524;"Kremže";"Kremže, Mríc";"AKS3";"POINT (14.3028 48.9064)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"C2LEDE01";14.618333;48.933333;496;"Ledenice";"Ledenice";"MSS";"POINT (14.618333 48.933333)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2LIPC01";14.764722;48.910556;469;"Lipnice";"Lipnice";"MSS";"POINT (14.764722 48.910556)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2LIPN01";14.2383;48.6336;730;"Lipno";"Lipno";"MSS";"POINT (14.2383 48.6336)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2LODH01";14.9625;49.2133;526;"Lodhérov";"Lodhérov";"MSS";"POINT (14.9625 49.2133)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2MALO01";14.5803;48.6856;694;"Malonty";"Malonty";"MSS";"POINT (14.5803 48.6856)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2MILE01";14.3706;49.4517;442;"Milevsko";"Milevsko";"MSS";"POINT (14.3706 49.4517)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2NADV01";14.4653;49.5169;616;"Nadejkov";"Nadejkov, Vetrov";"AKS1";"POINT (14.4653 49.5169)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2NBYS01";15.1;49.0189;583;"Nová Bystrice";"Nová Bystrice";"ASS";"POINT (15.1 49.0189)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2NETR01";14.4561;48.7931;616;"Netrebice";"Netrebice";"ASS";"POINT (14.4561 48.7931)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2NVCE01";15.068611;49.223056;509;"Nová Vcelnice";"Nová Vcelnice";"MSS";"POINT (15.068611 49.223056)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2OLSI01";14.51;49.436389;495;"Olší";"Olší";"ASS";"POINT (14.51 49.436389)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2PASC01";14.107778;48.610833;848;"Pasecná";"Pasecná, Prední Výton";"MSS";"POINT (14.107778 48.610833)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2PLAL01";14.7141;49.3426;425;"Planá nad Lužnicí";"Planá nad Lužnicí";"MSS";"POINT (14.7141 49.3426)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2POCA01";15.2342;49.2606;618;"Pocátky";"Pocátky";"AKS2";"POINT (15.2342 49.2606)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"C2POHSTT";14.7028;48.6044;932;"Pohorí na Šumave";"Pohorí na Šumave";"TOTAL";"POINT (14.7028 48.6044)";NA;NA;NA;NA;NA;"snow";NA;NA;NA
"C2PRID01";14.3608;48.7831;653;"Prídolí";"Prídolí";"MSS";"POINT (14.3608 48.7831)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2PVES01";14.649167;48.670278;773;"Pohorská Ves";"Pohorská Ves";"ASS";"POINT (14.649167 48.670278)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2ROZS01";14.391111;48.697778;627;"Rožmitál na Šumave";"Rožmitál na Šumave";"MSS";"POINT (14.391111 48.697778)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2RUDJ01";14.579722;49.003611;562;"Rudolfov";"Rudolfov, Jivno";"MSS";"POINT (14.579722 49.003611)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2SEVE01";14.566111;49.101389;501;"Ševetín";"Ševetín";"MSS";"POINT (14.566111 49.101389)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2SHUT01";14.7158;48.7178;792;"Staré Hute";"Staré Hute";"ASS";"POINT (14.7158 48.7178)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2SLAV01";14.2433;48.7642;777;"Slavkov";"Slavkov";"MSS";"POINT (14.2433 48.7642)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2SOBN01";14.5344;48.7469;526;"Sobenov";"Sobenov";"MSS";"POINT (14.5344 48.7469)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2STRM01";15.2064;49.1631;582;"Strmilov";"Strmilov";"ASS";"POINT (15.2064 49.1631)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2STRN01";14.9136;49.0675;478;"Stráž nad Nežárkou";"Stráž nad Nežárkou";"ASS";"POINT (14.9136 49.0675)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2SUCH01";14.8669;48.8928;457;"Suchdol nad Lužnicí";"Suchdol nad Lužnicí";"MSS";"POINT (14.8669 48.8928)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2TABO01";14.70324;49.40527;467;"Tábor";"Tábor, Mešice";"AKS1";"POINT (14.70324 49.40527)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"C2TREB01";14.7586;49.0622;428;"Trebon";"Trebon, Lužnice";"AKS2";"POINT (14.7586 49.0622)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C2TRHS01";14.6378;48.8433;468;"Trhové Sviny";"Trhové Sviny";"ASS";"POINT (14.6378 48.8433)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2TUCA01";14.8017;49.2919;454;"Tucapy";"Tucapy";"MSS";"POINT (14.8017 49.2919)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"C2VBRO01";14.3144;48.6175;559;"Vyšší Brod";"Vyšší Brod";"AKS1";"POINT (14.3144 48.6175)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"C4JAPI01";13.421341;49.036142;1062;"Prášily";"Prášily, Javorí Pila";"ASNS";"POINT (13.421341 49.036142)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C4KEPZ01";13.316389;49.183611;928;"Kepelské Zhurí";"Kepelské Zhurí";"ASNS";"POINT (13.316389 49.183611)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C4STHU01";14.706464;48.71085;780;"Staré Hute";"Staré Hute";"ASNS";"POINT (14.706464 48.71085)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C4VETR01";13.836944;48.978611;1157;"Vetrín";"Vetrín";"ASNS";"POINT (13.836944 48.978611)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C4ZBYT01";13.969167;48.925833;792;"Zbytiny";"Zbytiny, Spálenec";"ASNS";"POINT (13.969167 48.925833)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"C4ZLST01";13.336389;49.104444;1197;"Zlatý stolecek";"Zlatý stolecek";"ASNS";"POINT (13.336389 49.104444)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"H1BILA01";15.766135;50.457596;322;"Bílá Tremešná";"Bílá Tremešná";"MSS";"POINT (15.766135 50.457596)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1CDUL01";15.712563;50.648678;715;"Cerný Dul";"Cerný Dul";"ASS";"POINT (15.712563 50.648678)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1CSKL01";16.061111;50.363056;290;"Ceská Skalice";"Ceská Skalice, Rozkoš";"AKS2";"POINT (16.061111 50.363056)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H1DDVU01";15.655815;50.654592;560;"Dolní Dvur";"Dolní Dvur, Rudolfov";"ASS";"POINT (15.655815 50.654592)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1HMAR01";15.818973;50.654577;585;"Horní Maršov";"Horní Maršov";"ASS";"POINT (15.818973 50.654577)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1HORI01";15.7653;50.3069;271;"Horineves";"Horineves";"MSS";"POINT (15.7653 50.3069)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1HOST01";15.739915;50.522919;356;"Hostinné";"Hostinné";"ASS";"POINT (15.739915 50.522919)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1LBOU01";15.544927;50.769883;1320;"Labská bouda";"Labská bouda";"AKS1";"POINT (15.544927 50.769883)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H1LUCB01";15.697859;50.735318;1413;"Lucní bouda";"Lucní bouda";"AKS1";"POINT (15.697859 50.735318)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H1NACH01";16.157201;50.395208;336;"Náchod";"Náchod";"MSS";"POINT (16.157201 50.395208)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1PECS01";15.728889;50.691944;816.3;"Pec pod Snežkou";"Pec pod Snežkou";"AMS1";"POINT (15.728889 50.691944)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H1POLI01";16.237511;50.537805;446;"Police nad Metují";"Police nad Metují";"ASS";"POINT (16.237511 50.537805)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1POMB01";15.82027;50.745472;1050;"Pomezní boudy";"Pomezní boudy, Horní Malá Úpa";"ASS";"POINT (15.82027 50.745472)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1STRA01";15.614722;50.663611;785;"Strážné";"Strážné";"ASS";"POINT (15.614722 50.663611)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1TEPL01";16.172543;50.578941;460;"Teplice nad Metují";"Teplice nad Metují";"MSS";"POINT (16.172543 50.578941)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H1TEPZ01";16.147285;50.641099;531;"Teplice nad Metují";"Teplice nad Metují Zdonov";"AKS2";"POINT (16.147285 50.641099)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H1TRUT01";15.898311;50.558597;437;"Trutnov";"Trutnov";"AKS3";"POINT (15.898311 50.558597)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H1TRUT01";15.898311;50.558597;437;"Trutnov";"Trutnov";"AKS3";"POINT (15.898311 50.558597)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H1UPIC01";16.011618;50.506419;413;"Úpice";"Úpice";"AKS1";"POINT (16.011618 50.506419)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H1VELI01";15.832503;50.356612;299;"Velichovky";"Velichovky";"AKS2";"POINT (15.832503 50.356612)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H1VRCH01";15.646389;50.622778;482;"Vrchlabí";"Vrchlabí";"AKS1";"POINT (15.646389 50.622778)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"H1ZACL01";15.907098;50.661205;644;"Žaclér";"Žaclér";"AKS2";"POINT (15.907098 50.661205)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H2BELC01";15.94687;50.186901;247;"Belec nad Orlicí";"Belec nad Orlicí";"MSS";"POINT (15.94687 50.186901)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2BILU01";16.209938;50.234904;319;"Bílý Újezd";"Bílý Újezd, Hroška";"ASS";"POINT (16.209938 50.234904)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2BORH01";16.086691;50.105254;254;"Borohrádek";"Borohrádek";"AKS2";"POINT (16.086691 50.105254)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"H2CHOC01";16.200903;50.009544;282;"Chocen";"Chocen";"ASS";"POINT (16.200903 50.009544)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2CMEZ01";16.041312;50.282295;255;"Ceské Mezirící";"Ceské Mezirící";"ASS";"POINT (16.041312 50.282295)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2DEST01";16.351959;50.306667;656;"Deštné v Orlic. horách";"Deštné v Orlic. horách";"AKS1";"POINT (16.351959 50.306667)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H2DOBN01";16.281744;50.322178;627;"Dobrany";"Dobrany";"MSS";"POINT (16.281744 50.322178)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2KRAL01";16.73475;50.08289;538;"Králíky";"Králíky";"AKS1";"POINT (16.73475 50.08289)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H2LETO01";16.48707;50.03782;427;"Letohrad";"Letohrad";"MSS";"POINT (16.48707 50.03782)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"H2LUIS01";16.38829;50.287003;875;"Luisino údolí";"Luisino údolí, Deštné v Orlických horách";"ASS";"POINT (16.38829 50.287003)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"H2OLES01";16.352829;50.374902;740;"Olešnice";"Olešnice, Cihálka";"ASS";"POINT (16.352829 50.374902)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
